Full Name,Bats,BaseRunning,UZR,BattingRuns,ReplacementRuns,DEF_adj,FramingRuns,Runs/WAR,BattingRuns/PA,wRC/PA,Updated wRC/PA,Updated BattingRuns/PA,Update wOBA,% Change,wWOBA Change
Maxwell Burt DET,R,0.009090909,0,-0.240909091,0.131818182,0.050227273,0,9.690265487,-0.059132002,0.059132002,0.059052256,-0.059052256,0.236297897,0.998651394,-0.000319103
Yosy Galan NA,R,0.01,0,-0.236,0.132,-0.0492,0,9.675675676,-0.059,0.059,0.058808315,-0.058808315,0.235848255,0.9967511,-0.000768745
Davis Diaz OAK,R,0.006,0,-0.236,0.132,0.0824,0,9.75,-0.059,0.059,0.062227503,-0.062227503,0.249504863,1.054703433,0.012940863
James Parker NA,R,0.0068,0,-0.236,0.132,0.0492,0,9.677419355,-0.059,0.059,0.059122492,-0.059122492,0.237033092,1.00207613,0.000491092
Branden Fryman NA,R,0.0072,0,-0.236,0.132,0.0492,0,9.674796748,-0.059,0.059,0.05933891,-0.05933891,0.237899747,1.005744235,0.001358747
Treylen White WAS,B,0.0052,0,-0.236,0.132,-0.1152,0,9.674502712,-0.059,0.059,0.060559413,-0.060559413,0.242777556,1.026430735,0.006251556
Micah McDowell MIA,L,0.0068,0,-0.236,0.132,-0.0492,0,9.682539683,-0.059,0.059,0.058813222,-0.058813222,0.235763266,0.996834266,-0.000748734
Karell Paz NA,L,0.0084,0,-0.236,0.132,-0.0492,0,9.679144385,-0.059,0.059,0.05891365,-0.05891365,0.236105937,0.998536434,-0.000346063
Ronald Hernandez NYN,B,0.0084,0,-0.236,0.132,0.0824,0,9.705882353,-0.059,0.059,0.059620918,-0.059620918,0.238865651,1.010524038,0.002487651
Cole Turney NA,L,0.0068,0,-0.236,0.132,-0.1152,0,9.689781022,-0.059,0.059,0.058880361,-0.058880361,0.235805867,0.997972224,-0.000479133
Jose Astudillo SFN,R,0.0076,0,-0.236,0.132,-0.0492,0,9.680851064,-0.059,0.059,0.061345275,-0.061345275,0.245660793,1.039750424,0.009391793
Theodore Gillen TBA,L,0.0108,0,-0.236,0.132,0.0164,0,9.696969697,-0.059,0.059,0.064571595,-0.064571595,0.258485567,1.094433814,0.022303567
Ariel Armas CHN,R,0.0072,0,-0.236,0.132,0.0824,0,9.72972973,-0.059,0.059,0.066272008,-0.066272008,0.265280109,1.123254375,0.029109109
Mitchell Daly LAA,R,0.006,0,-0.236,0.132,0.0164,0,9.668246445,-0.059,0.059,#N/A,#N/A,#N/A,#N/A,#N/A
Felnin Celesten SEA,B,0.0076,0,-0.236,0.132,0.0492,0,9.672131148,-0.059,0.059,0.060855767,-0.060855767,0.243579848,1.031453674,0.007427848
Caleb Lomavita WAS,R,0.0056,0,-0.24,0.132,0.0824,0,9.615384615,-0.06,0.059,0.066798,-0.06793017,0.267301822,1.132169498,0.031204822
Luiyin Alastre MIL,B,0.0072,0,-0.24,0.132,-0.0492,0,9.689922481,-0.06,0.059,0.058312822,-0.059301175,0.233289834,0.988352916,-0.002749166
Isaiah Drake ATL,L,0.0124,0,-0.24,0.132,0.0164,0,9.705882353,-0.06,0.059,0.05908112,-0.060082494,0.236353518,1.001374907,0.000324518
Luis Rodriguez LAN,R,0.0068,0,-0.24,0.132,-0.0492,0,9.690721649,-0.06,0.058,0.057956216,-0.059954706,0.235824843,0.999245107,-0.000178157
Matthew Whatley NA,R,0.0028,0,-0.24,0.132,0.0824,0,9.661016949,-0.06,0.058,0.05824924,-0.060257835,0.236990046,1.004297242,0.001014046
Samuel Infante NA,R,0.008,0,-0.24,0.132,0.0164,0,9.675925926,-0.06,0.058,0.057940838,-0.059938798,0.235702329,0.998979961,-0.000240671
John Gil ATL,R,0.0148,0,-0.24,0.132,-0.1152,0,9.68401487,-0.06,0.058,0.061212349,-0.063323119,0.248927403,1.05538532,0.013063403
Brett Roberts NA,R,0.0076,0,-0.24,0.132,-0.1152,0,9.676840215,-0.06,0.058,0.057835828,-0.059830167,0.235094665,0.997169455,-0.000667335
Sandy Leon ATL,B,-0.0112,-0.016,-0.24,0.132,0.082,0.006,9.68,-0.06,0.058,0.05677485,-0.058732603,0.230772144,0.978876718,-0.004979856
Michael Kane NA,R,0.0052,0,-0.24,0.132,-0.0824,0,9.686192469,-0.06,0.058,0.058069895,-0.060072305,0.235948996,1.001205083,0.000283996
Joseph Vetrano LAN,L,0.0084,0,-0.24,0.132,-0.0824,0,9.680851064,-0.06,0.058,0.065410015,-0.067665533,0.265710142,1.12775888,0.030101142
Kenni Gomez HOU,L,0.01,0,-0.24,0.132,0.0164,0,9.668246445,-0.06,0.058,0.057154322,-0.059125161,0.232097791,0.985419353,-0.003434209
Joshua Rivera TOR,R,0.005252525,0,-0.243434343,0.132323232,0.05,0,9.684763573,-0.060011217,0.058019143,0.058990963,-0.061016404,0.239468009,1.016749995,0.003945009
Anderdson Rojas ARI,L,0.0088,0,-0.24,0.132,0.0492,0,9.689922481,-0.06,0.058,0.063830281,-0.066031326,0.259105821,1.100522093,0.023666821
Nick Biddison PHI,R,0.0096,0,-0.24,0.132,0.0164,0,9.669811321,-0.06,0.058,0.057194297,-0.059166514,0.232160525,0.986108563,-0.003270475
Arol Vera LAA,B,0.005098039,0,-0.241176471,0.131372549,0.016470588,0,9.677419355,-0.059857065,0.057910493,0.058144395,-0.060098828,0.236317651,1.004039016,0.000950651
Yasmil Bucce BAL,L,0.0048,0,-0.24,0.132,0.0824,0,9.62962963,-0.06,0.058,0.05785572,-0.059850745,0.234688737,0.99751242,-0.000585263
Juan Corniel NA,B,0.0064,0,-0.24,0.132,0.0492,0,9.703703704,-0.06,0.058,0.058147876,-0.060152975,0.235798661,1.00254959,0.000599661
Jeffry Parra NA,R,0.0068,0,-0.24,0.132,0.0824,0,9.591836735,-0.06,0.058,0.058078425,-0.060081129,0.235470964,1.001352158,0.000317964
Lonnie White PIT,R,0.01,0,-0.24,0.132,0.0164,0,9.668246445,-0.06,0.058,0.061076824,-0.063182922,0.247577014,1.053048697,0.012472014
Michael Peabody NA,L,0.0072,0,-0.24,0.132,-0.0492,0,9.689922481,-0.06,0.058,0.058099595,-0.060103029,0.235484671,1.001717157,0.000403671
Ryan McCrystal CIN,L,0.0052,0,-0.24,0.132,0.0824,0,9.622641509,-0.06,0.058,0.059631768,-0.061688036,0.241634094,1.028133936,0.006612094
Roynier Hernandez COL,L,0.006,0,-0.24,0.132,0.0164,0,9.683257919,-0.06,0.058,0.060260456,-0.062338403,0.244059002,1.038973376,0.009155002
Raudelis Martinez BOS,L,0.0056,0,-0.24,0.132,-0.0824,0,9.685534591,-0.06,0.058,0.056559101,-0.058509415,0.229066311,0.975156921,-0.005835689
Samuel Stafura PIT,R,0.0092,0,-0.244,0.132,0.0492,0,9.710144928,-0.061,0.057,0.056427608,-0.06038744,0.232413437,0.989958031,-0.002357563
Jay Beshears MIA,R,0.006,0,-0.244,0.132,-0.0824,0,9.691358025,-0.061,0.057,0.061349009,-0.065654202,0.252659972,1.076298395,0.017910972
Rayne Doncon MIN,R,0.0056,0,-0.244,0.132,0.0164,0,9.698275862,-0.061,0.057,0.05690295,-0.060896139,0.234304385,0.998297366,-0.000399615
Robert Richardson SLN,R,0.0092,0,-0.244,0.132,0.0164,0,9.686098655,-0.061,0.057,0.056181884,-0.060124472,0.231307715,0.985647084,-0.003368285
Kyle Dernedde CLE,R,0.006,0,-0.244,0.132,0.0164,0,9.696969697,-0.061,0.057,0.057123472,-0.061132136,0.235116201,1.002166171,0.000508201
Gleider Figuereo TEX,L,0.0052,0,-0.244,0.132,-0.1152,0,9.685863874,-0.061,0.057,0.055984364,-0.059913091,0.230293153,0.982181818,-0.004177847
Ambioris Tavarez ATL,R,0.0084,0,-0.244,0.132,0.0164,0,9.688888889,-0.061,0.057,0.057719064,-0.061769524,0.237407623,1.012615155,0.002957623
Walker Janek HOU,R,0.0104,0,-0.244,0.132,0.0824,0,9.6,-0.061,0.057,0.060467026,-0.064710326,0.248706181,1.060825013,0.014260181
Yonatan Henriquez NYN,B,0.0096,0,-0.244,0.132,-0.0492,0,9.693094629,-0.061,0.057,0.056006298,-0.059936565,0.23032934,0.982566634,-0.00408666
Elijah Snell CHN,L,0.0112,0,-0.244,0.132,-0.0492,0,9.689922481,-0.061,0.057,0.055451085,-0.059342389,0.228022645,0.972826056,-0.006369355
Skyler Messinger COL,R,0.0068,0,-0.244,0.132,0.0164,0,9.694323144,-0.061,0.057,0.057091278,-0.061097683,0.234703244,1.001601362,0.000375244
Blake Mitchell KCA,L,0.008,0,-0.244,0.132,0.0824,0,9.642857143,-0.061,0.057,0.05999385,-0.064203944,0.24659893,1.052523678,0.01230593
Kodey Shojinaga PHI,R,0.0052,0,-0.244,0.132,0.0824,0,9.682539683,-0.061,0.057,0.058526149,-0.062633248,0.240559929,1.02677455,0.006272929
Ramon Ramirez KCA,R,0.006,0,-0.244,0.132,-0.1152,0,9.684763573,-0.061,0.057,0.060138978,-0.064359257,0.247056198,1.055069794,0.012895198
Carlos Aguiar NA,L,0.0064,0,-0.244,0.132,-0.0492,0,9.675,-0.061,0.057,0.057105023,-0.061112393,0.234561386,1.001842506,0.000431386
Arnaldo Lantigua CIN,R,0.006,0,-0.244,0.132,-0.0492,0,9.675810474,-0.061,0.057,0.055360876,-0.05924585,0.227247654,0.971243435,-0.006728346
Michael Curialle NA,R,0.006,0,-0.244,0.132,0.0164,0,9.696969697,-0.061,0.057,0.056841574,-0.060830456,0.23330973,0.997220593,-0.00065027
Roismar Quintana NA,R,0.0052,0,-0.244,0.132,-0.0824,0,9.692622951,-0.061,0.057,0.056946804,-0.060943071,0.233731662,0.999066732,-0.000218338
Ghordy Santos NA,B,0.0072,0,-0.244,0.132,0.0164,0,9.692982456,-0.061,0.057,0.057087833,-0.061093997,0.234257419,1.00154093,0.000360419
Carlos Dominguez NA,R,0.0068,0,-0.244,0.132,-0.0492,0,9.674185464,-0.061,0.057,0.057108885,-0.061116527,0.234307738,1.001910271,0.000446738
Kyle Hess MIN,L,0.0068,0,-0.244,0.132,-0.0492,0,9.674185464,-0.061,0.057,0.05687259,-0.060863649,0.233278393,0.997764736,-0.000522607
Quincy Scott TEX,R,0.008,0,-0.244,0.132,-0.0492,0,9.671717172,-0.061,0.057,0.057935026,-0.062000642,0.237498033,1.016403967,0.003833033
Matthew Ellis SEA,L,0.0052,0,-0.244,0.132,0.0824,0,9.682539683,-0.061,0.057,0.058318396,-0.062410915,0.239045057,1.023129746,0.005404057
Capri Ortiz LAA,B,0.01,0,-0.248,0.132,0.0492,0,9.659863946,-0.062,0.057,0.056943478,-0.061938519,0.233374351,0.999008377,-0.000231649
Joseph Olsavsky ATL,R,0.006,0,-0.248,0.132,-0.0824,0,9.67806841,-0.062,0.057,0.056057763,-0.06097511,0.229717827,0.98346952,-0.003861173
Jason Matthews CHA,R,0.004285714,0,-0.249206349,0.131746032,0.016666667,0,9.681528662,-0.061664902,0.056558891,0.055840655,-0.060881825,0.230581208,0.987301091,-0.002965792
Kyle Lodise CHA,R,0.0088,0,-0.248,0.132,0.0164,0,9.700854701,-0.062,0.056,0.057339774,-0.063483321,0.239088426,1.023924532,0.005586426
Hak-Ju Lee NA,L,-0.006,0,-0.248,0.132,0.0492,0,9.680851064,-0.062,0.056,0.056228684,-0.062253186,0.234455538,1.00408364,0.000953538
Tyler Duvall NA,L,0.0076,0,-0.248,0.132,0.0824,0,9.701492537,-0.062,0.056,0.056251876,-0.062278863,0.234547221,1.004497792,0.001050221
Peyton Stovall CIN,L,0.0076,0,-0.248,0.132,0.0164,0,9.663865546,-0.062,0.056,0.05528177,-0.061204816,0.230494377,0.987174458,-0.002994623
Yhoswar Garcia NA,R,0.0288,0,-0.248,0.132,-0.0492,0,9.6875,-0.062,0.056,0.056065814,-0.062072865,0.233711345,1.001175242,0.000274345
Brayden Jobert NA,L,0.0068,0,-0.248,0.132,-0.0824,0,9.676767677,-0.062,0.056,0.055672312,-0.061637203,0.232067052,0.994148437,-0.001365948
Jose Meza LAN,R,0.0076,0,-0.248,0.132,-0.0824,0,9.675456389,-0.062,0.056,0.05895146,-0.065267687,0.245716,1.052704636,0.012302
Cam Gallagher NA,R,0.0032,-0.008,-0.248,0.132,0.0824,0.0335,9.666666667,-0.062,0.056,0.056227241,-0.062251588,0.234346102,1.004057867,0.000947102
Yerlin Confidan CIN,L,0.0064,0,-0.248,0.132,-0.0492,0,9.682926829,-0.062,0.056,0.056160157,-0.062177316,0.233830835,1.00285994,0.000666835
Alec Makarewicz CHA,B,0.006,0,-0.248,0.132,-0.0824,0,9.67806841,-0.062,0.056,0.064444548,-0.071349321,0.26830797,1.150795496,0.03515797
Wady Mendez TEX,L,0.0092,0,-0.248,0.132,-0.1152,0,9.685863874,-0.062,0.056,0.054996804,-0.060889319,0.22896741,0.982085792,-0.00417659
Carter Graham CIN,R,0.0064,0,-0.248,0.132,0.0164,0,9.668049793,-0.062,0.056,0.05667085,-0.062742727,0.2359167,1.011979462,0.0027927
Miguel Villarroel SLN,R,0.0124,0,-0.248,0.132,0.0492,0,9.714285714,-0.062,0.056,0.056396521,-0.062439005,0.234727356,1.007080733,0.001650356
William Bartlett NA,R,0.0068,0,-0.248,0.132,-0.0824,0,9.676767677,-0.062,0.056,0.056324428,-0.062359188,0.23438405,1.005793361,0.00135005
Thomas Francisco NA,L,0.0068,0,-0.248,0.132,-0.0824,0,9.676767677,-0.062,0.056,0.056267654,-0.062296332,0.234141767,1.004779542,0.001113767
Connor Burns CIN,R,0.0048,0,-0.248,0.132,0.0824,0,9.72972973,-0.062,0.056,0.056073901,-0.062081819,0.233333516,1.001319664,0.000307516
Derlin Figueroa KCA,L,0.008,0,-0.248,0.132,0.0164,0,9.703389831,-0.062,0.056,0.056748447,-0.062828638,0.236094821,1.013365128,0.003113821
Francisco Hernandez NA,R,0.0076,0,-0.248,0.132,0.0164,0,9.663865546,-0.062,0.056,0.056223331,-0.062247259,0.233898093,1.003988054,0.000929093
Randy De Jesus LAA,R,0.0048,0,-0.248,0.132,-0.0492,0,9.685990338,-0.062,0.056,0.055898623,-0.061887761,0.232496347,0.998189693,-0.000421653
Brian Sanchez PIT,L,0.0096,0,-0.248,0.132,-0.0492,0,9.676616915,-0.062,0.056,0.054548471,-0.06039295,0.226823257,0.974079838,-0.006035743
Calvin Conley ATL,B,0.01044843,0,-0.252017937,0.131838565,0.016681614,0,9.682687369,-0.062145895,0.055953422,0.057086311,-0.063404163,0.237572677,1.020247005,0.004714677
Shane Muntz NA,R,0.0068,0,-0.248,0.132,-0.0824,0,9.676767677,-0.062,0.056,0.055846127,-0.061829641,0.232192242,0.997252276,-0.000639758
Chase Jaworsky MIA,L,0.0136,0,-0.248,0.132,0.0492,0,9.708029197,-0.062,0.056,0.053156082,-0.058851376,0.22098312,0.949215742,-0.01182288
Wade Stauss NA,L,0.006,0,-0.248,0.132,0.0824,0,9.718309859,-0.062,0.056,0.056347873,-0.062385145,0.234179748,1.006212019,0.001445748
Isaac De Leon NA,R,0.008,0,-0.248,0.132,-0.0824,0,9.674796748,-0.062,0.056,0.055908722,-0.061898942,0.232295746,0.998370027,-0.000379254
Yassel Pino NA,R,0.0064,0,-0.248,0.132,-0.0824,0,9.677419355,-0.062,0.056,0.055931996,-0.06192471,0.232372473,0.99878564,-0.000282527
Cristian Arguelles COL,L,0.0056,0,-0.248,0.132,0.0164,0,9.670781893,-0.062,0.056,0.056029124,-0.062032244,0.232646929,1.000520067,0.000120929
Jared Sprague-Lott OAK,R,0.0064,0,-0.248,0.132,-0.0824,0,9.677419355,-0.062,0.056,0.058060027,-0.064280745,0.241033093,1.036786202,0.008552093
Ethan Frey HOU,R,0.0084,0,-0.248,0.132,0.0164,0,9.70212766,-0.062,0.056,0.057134934,-0.063256534,0.237159969,1.020266678,0.004710969
Jose Devers CLE,R,0.0072,0,-0.248,0.132,0.0164,0,9.665271967,-0.062,0.056,0.058740929,-0.0650346,0.243821009,1.048945161,0.011377009
Peter Burns LAA,L,0.006,0,-0.248,0.132,0.0824,0,9.718309859,-0.062,0.056,0.055419875,-0.061357718,0.23001821,0.989640617,-0.00240779
Yeison Morrobel TEX,L,0.006,0,-0.248,0.132,-0.0492,0,9.683698297,-0.062,0.056,0.056706718,-0.062782438,0.235333894,1.012619972,0.002932894
Kendall Toman TOR,B,0.0052,0,-0.252,0.132,-0.1152,0,9.68013468,-0.063,0.056,0.05680367,-0.063904129,0.235665241,1.014351253,0.003334241
Camryn Williams NA,B,0.0064,0,-0.252,0.132,-0.1152,0,9.678510998,-0.063,0.056,0.056326117,-0.063366881,0.233668895,1.005823512,0.001352895
Alex McCoy SDN,R,0.008,0,-0.252,0.132,-0.0492,0,9.6875,-0.063,0.055,0.061965595,-0.070978773,0.261697609,1.126647189,0.029417609
Anthony Donofrio SEA,L,0.0068,0,-0.252,0.132,-0.0492,0,9.68973747,-0.063,0.055,0.05431978,-0.062220839,0.229367742,0.987632372,-0.002872258
Roldy Brito COL,B,0.01,0,-0.252,0.132,0.0164,0,9.669421488,-0.063,0.055,0.056369943,-0.064569207,0.238024646,1.024908052,0.005784646
Kai Roberts SDN,L,0.012,0,-0.252,0.132,0.0164,0,9.703389831,-0.063,0.055,0.059203373,-0.067814773,0.249943723,1.076424961,0.017745723
Osiris Johnson NA,R,0.0092,0,-0.252,0.132,0.0164,0,9.672131148,-0.063,0.055,0.055053644,-0.063061447,0.232414465,1.000975352,0.000226465
Osvaldo Tovalin NA,L,0.0064,0,-0.252,0.132,-0.0824,0,9.683794466,-0.063,0.055,0.055074648,-0.063085506,0.23249312,1.001357235,0.00031512
Leandro Emiliani NA,L,0.0068,0,-0.252,0.132,-0.0824,0,9.683168317,-0.063,0.055,0.054850115,-0.062828314,0.231421612,0.997274824,-0.000632388
Rosman Verdugo SDN,R,0.0052,0,-0.252,0.132,0.0164,0,9.68503937,-0.063,0.055,0.055992248,-0.064136575,0.236237401,1.018040866,0.004186401
Andruw Musett BOS,R,0.0048,0,-0.252,0.132,0.0824,0,9.647058824,-0.063,0.055,0.054799303,-0.062770111,0.231196268,0.996350969,-0.000846732
Joshwan Wright NA,R,0.0068,0,-0.252,0.132,0.0164,0,9.68,-0.063,0.055,0.054974348,-0.062970617,0.231908788,0.999533603,-0.000108212
Hayden Alvarez LAA,R,0.0108,0,-0.252,0.132,0.0164,0,9.666666667,-0.063,0.055,0.05507097,-0.063081293,0.232299366,1.001290371,0.000299366
Troy Schreffler NA,R,0.01,0,-0.252,0.132,-0.0492,0,9.683698297,-0.063,0.055,0.054816923,-0.062790294,0.231215788,0.996671328,-0.000772212
John Faile CIN,R,0.0048,0,-0.252,0.132,-0.0824,0,9.68627451,-0.063,0.055,0.055991803,-0.064136065,0.236159172,1.018032779,0.004183172
Jose Cerice KCA,R,0.006,0,-0.252,0.132,0.0164,0,9.682539683,-0.063,0.055,0.058828766,-0.067385677,0.248078766,1.069613923,0.016145766
Jaden Rudd NA,L,0.0076,0,-0.252,0.132,0.0164,0,9.677419355,-0.063,0.055,0.055129099,-0.063147877,0.23246638,1.002347255,0.00054438
Luis Valdez NA,B,0.0244,0,-0.252,0.132,-0.0492,0,9.679144385,-0.063,0.055,0.054939265,-0.062930431,0.231606962,0.998895736,-0.000256038
Echedry Vargas MIA,R,0.008,0,-0.252,0.132,0.0164,0,9.67611336,-0.063,0.055,0.054279699,-0.062174928,0.228746494,0.986903616,-0.003035506
Welbyn Francisca CLE,B,0.0124,0,-0.252,0.132,0.0492,0,9.668874172,-0.063,0.055,0.05510137,-0.063116115,0.232183149,1.001843098,0.000427149
Ryan Wilson NA,R,0.0056,0,-0.252,0.132,-0.0492,0,9.691943128,-0.063,0.055,0.055093829,-0.063107476,0.232137346,1.001705975,0.000395346
Esmil Valencia MIA,R,0.0168,0,-0.252,0.132,-0.0492,0,9.694656489,-0.063,0.055,0.054963017,-0.062957638,0.231477246,0.999327583,-0.000155754
Yassel Soler ARI,R,0.0052,0,-0.252,0.132,0.0164,0,9.68503937,-0.063,0.055,0.056356427,-0.064553726,0.237301545,1.024662313,0.005711545
Brock Vradenburg PHI,L,0.0076,0,-0.252,0.132,-0.0824,0,9.681908549,-0.063,0.055,0.054019887,-0.061877325,0.227462028,0.982179758,-0.004126972
Gilberto Jimenez NA,B,0.0072,0,-0.252,0.132,0.0164,0,9.678714859,-0.063,0.055,0.054978494,-0.062975366,0.23140948,0.999608985,-9.05E-05
Spencer Bramwell MIA,R,0.0072,0,-0.252,0.132,0.0824,0,9.743589744,-0.063,0.055,0.054456333,-0.062377255,0.229163142,0.990115152,-0.002287858
Harold Coll LAA,R,0.008,0,-0.252,0.132,-0.1152,0,9.676320273,-0.063,0.055,0.062938983,-0.072093744,0.264819775,1.14434514,0.033403775
Wilder Dalis COL,B,0.0076,0,-0.252,0.132,0.0164,0,9.677419355,-0.063,0.055,0.054063826,-0.061927655,0.22747404,0.982978657,-0.00393896
Joshua Kross SLN,B,0.0048,0,-0.252,0.132,-0.0824,0,9.68627451,-0.063,0.055,0.055049127,-0.063056273,0.231589677,1.000893225,0.000206677
Jose Colmenares PHI,R,0.0088,0,-0.252,0.132,0.0164,0,9.673469388,-0.063,0.055,0.056863163,-0.065134168,0.239197479,1.033875687,0.007837479
Lyle Miller-Green CHA,R,0.006,0,-0.252,0.132,-0.0824,0,9.684418146,-0.063,0.055,0.055158587,-0.063181654,0.231996012,1.002883391,0.000667012
Aiden Taurek SEA,R,0.0076,0,-0.252,0.132,-0.0492,0,9.6882494,-0.063,0.055,0.055097393,-0.063111559,0.23168654,1.001770777,0.00040954
Daniel Vazquez KCA,R,0.0088,0,-0.252,0.132,0.0492,0,9.6875,-0.063,0.055,0.059897721,-0.068610117,0.251862294,1.089049475,0.020594294
Jhonny Level SFN,B,0.0076,0,-0.252,0.132,0.0492,0,9.693251534,-0.063,0.055,0.057402039,-0.065751427,0.24136305,1.043673437,0.01010005
Ricardo Cova SEA,R,0.0092,0,-0.252,0.132,-0.0492,0,9.685230024,-0.063,0.055,0.056865478,-0.06513682,0.239104861,1.033917786,0.007843861
Mario Gomez NA,L,0.0056,0,-0.252,0.132,0.0824,0,9.638554217,-0.063,0.055,0.054998275,-0.062998024,0.231207749,0.99996864,-7.25E-06
Jose Escobar CHN,L,0.0064,0,-0.252,0.132,-0.0492,0,9.69047619,-0.063,0.055,0.056270516,-0.064455319,0.236552043,1.023100298,0.005341043
Christian Olivo CHN,R,0.0096,0,-0.256,0.132,0.0164,0,9.683794466,-0.064,0.055,0.055412191,-0.064479641,0.232842028,1.007494388,0.001732028
Gabriel Moncada NA,L,0.0052,0,-0.256,0.132,-0.0824,0,9.691714836,-0.064,0.054,0.054126892,-0.064150391,0.231555848,1.002349859,0.000542848
Jack Reinheimer NA,R,0.004,0,-0.256,0.132,0.0492,0,9.672131148,-0.064,0.054,0.054271994,-0.064322363,0.232164535,1.005036926,0.001163535
Boston Baro NYN,L,0.0096,0,-0.256,0.132,0.0492,0,9.702380952,-0.064,0.054,0.054102952,-0.064122018,0.231407345,1.001906528,0.000440345
Luis Durango NYA,L,0.0152,0,-0.256,0.132,-0.0492,0,9.681372549,-0.064,0.054,0.054448389,-0.064531424,0.232868702,1.008303502,0.001917702
Leandro Arias BAL,B,0.006,0,-0.256,0.132,0.0492,0,9.662921348,-0.064,0.054,0.054345441,-0.064409412,0.232401234,1.006397057,0.001477234
Dervy Ventura SEA,B,0.01,0,-0.256,0.132,0.0164,0,9.682539683,-0.064,0.054,0.052486818,-0.062206599,0.22444238,0.971978104,-0.00647062
Torriano McCants CHA,L,0.01,0,-0.256,0.132,-0.0492,0,9.691211401,-0.064,0.054,0.052333433,-0.062024809,0.223781635,0.969137644,-0.007126365
Cameron Decker LAN,R,0.006,0,-0.256,0.132,-0.0824,0,9.690522244,-0.064,0.054,0.05263968,-0.062387769,0.225059977,0.974808889,-0.005816023
Ricardo Cabrera CIN,R,0.0072,0,-0.256,0.132,0.0164,0,9.691119691,-0.064,0.054,0.05421145,-0.064250608,0.231738891,1.003915745,0.000903891
Jeremiah Jenkins SFN,L,0.0052,0,-0.256,0.132,-0.0824,0,9.691714836,-0.064,0.054,0.054046195,-0.06405475,0.230983429,1.000855464,0.000197429
Luis Castillo MIL,L,0.0052,0,-0.256,0.132,-0.0492,0,9.677419355,-0.064,0.054,0.053479767,-0.063383428,0.228536873,0.990366064,-0.002223127
Samuel Gil DET,R,0.0064,0,-0.256,0.132,0.0164,0,9.69348659,-0.064,0.054,0.055036078,-0.065227945,0.235117184,1.019186635,0.004426184
Luke Brown NA,L,0.0076,0,-0.256,0.132,-0.0492,0,9.672897196,-0.064,0.054,0.053845928,-0.063817396,0.230000888,0.997146818,-0.000658112
Owen Carey ATL,L,0.0072,0,-0.256,0.132,-0.0492,0,9.673659674,-0.064,0.054,0.057174385,-0.067762234,0.244215092,1.058784909,0.013559092
Caberea Weaver NA,R,0.0076,0,-0.256,0.132,-0.0492,0,9.672897196,-0.064,0.054,0.05384006,-0.063810441,0.22996286,0.997038145,-0.00068314
Casey Saucke CHA,R,0.0072,0,-0.256,0.132,-0.1152,0,9.682804674,-0.064,0.054,#N/A,#N/A,#N/A,#N/A,#N/A
Esteban Mejia TEX,R,0.0076,0,-0.256,0.132,0.0164,0,9.689922481,-0.064,0.054,0.054052575,-0.064062311,0.230822514,1.000973616,0.000224514
Eric Bitonti MIL,L,0.0068,0,-0.256,0.132,-0.0824,0,9.689320388,-0.064,0.054,0.056064674,-0.06644702,0.239307906,1.038234695,0.008812906
Jose Perez TBA,B,0.0056,0,-0.256,0.132,0.0164,0,9.69581749,-0.064,0.054,0.053537611,-0.063451984,0.228493568,0.991437247,-0.001973432
Victor Acosta CIN,B,0.0072,0,-0.256,0.132,0.0164,0,9.691119691,-0.064,0.054,0.0540558,-0.064066133,0.230700142,1.001033324,0.000238142
Kehden Hettiger PHI,L,0.0048,0,-0.256,0.132,0.0824,0,9.684210526,-0.064,0.054,0.060306529,-0.071474405,0.257300039,1.116787572,0.026907039
Rodney Green Jr. OAK,L,0.0076,0,-0.256,0.132,0.0164,0,9.689922481,-0.064,0.054,0.054900076,-0.065066756,0.234069522,1.016668065,0.003837522
Engelth Urena NYA,R,0.0056,0,-0.256,0.132,0.0824,0,9.677419355,-0.064,0.054,0.052854159,-0.062641966,0.225333918,0.978780717,-0.004885082
Ronny Hernandez BOS,L,0.0048,0,-0.256,0.132,0.0824,0,9.684210526,-0.064,0.054,0.054125859,-0.064149166,0.230678396,1.002330718,0.000536396
Eduarqui Fernandez NA,R,0.0084,0,-0.256,0.132,-0.0492,0,9.694117647,-0.064,0.054,0.05384601,-0.063817493,0.229430869,0.997148335,-0.000656131
Jeffrey Mercedes CLE,B,0.006,0,-0.256,0.132,0.0164,0,9.694656489,-0.064,0.054,0.051811622,-0.061406367,0.220714631,0.95947448,-0.009322369
Cesar Quintas SEA,R,0.006,0,-0.256,0.132,-0.0492,0,9.675925926,-0.064,0.054,0.055406717,-0.06566722,0.235944372,1.026050306,0.005990372
Enmanuel Terrero NA,L,0.0084,0,-0.256,0.132,-0.0492,0,9.694117647,-0.064,0.054,0.053987665,-0.063985381,0.229880479,0.999771581,-5.25E-05
Michael Jarvis PIT,R,0.0168,0,-0.256,0.132,0.0164,0,9.700854701,-0.064,0.054,0.053259904,-0.063122849,0.226763903,0.986294513,-0.003151097
Jaime Ferrer MIN,R,0.0056,0,-0.26,0.132,-0.0824,0,9.678638941,-0.065,0.054,0.057497179,-0.069209568,0.244707995,1.064762579,0.014883995
Yiddi Cappe MIA,R,0.0116,0,-0.26,0.132,0.0164,0,9.689922481,-0.065,0.054,0.054107386,-0.065129261,0.230265004,1.001988634,0.000457004
