Full Name,Bats,BaseRunning,UZR,BattingRuns,ReplacementRuns,DEF_adj,FramingRuns,Runs/WAR,BattingRuns/PA,wRC/PA,Updated wRC/PA,Updated BattingRuns/PA,Update wOBA,% Change,wWOBA Change
Daniel Johnson MIA,L,0.008838951,-0.002996255,-0.080149813,0.134456929,-0.05,0,9.678571429,-0.019369541,0.098657945,0.096354005,-0.018917208,0.279218551,0.976647199,-0.006676449
Victor Arias TOR,L,0.008,0,-0.076,0.132,0.0164,0,9.663461538,-0.019,0.099,0.098161192,-0.018839017,0.283453828,0.991527194,-0.002422172
William Trimble BAL,B,0.0136,0,-0.076,0.132,-0.0492,0,9.622641509,-0.019,0.099,0.099181226,-0.019034781,0.286338204,1.001830569,0.000523204
Maxwell Costes NA,R,0.0068,0,-0.08,0.132,-0.0824,0,9.672131148,-0.02,0.099,0.098760184,-0.019951552,0.28507576,0.997577615,-0.00069224
David Dahl NA,L,0.001351351,-0.024324324,-0.077992278,0.12972973,-0.05003861,0,9.683655536,-0.019534134,0.098541001,0.098607312,-0.019547279,0.285927279,1.000672928,0.000192279
Matt Beaty NA,L,-0.0024,-0.008,-0.08,0.132,-0.0824,0,9.714285714,-0.02,0.098,0.098501697,-0.020102387,0.287122396,1.005119359,0.001462396
Cavan Biggio HOU,L,0.00407362,-0.032269939,-0.079141104,0.131042945,0.016662577,0,9.682165695,-0.019624916,0.098459267,0.097008683,-0.019335785,0.281430727,0.985267162,-0.004208273
Kyoung-min Hur NA,R,-0.0072,0,-0.08,0.132,0.0164,0,9.683544304,-0.02,0.098,0.098771346,-0.020157418,0.287839859,1.007870875,0.002247859
Mike Ford NA,L,-0.004172932,0,-0.081578947,0.134586466,-0.116654135,0,9.683306495,-0.019706021,0.098439292,0.098673787,-0.019752963,0.286258282,1.002382123,0.000680282
Jarred Kelenic CHA,L,0.010830059,0.003986711,-0.080746562,0.13305501,-0.057411591,0,9.681725343,-0.019726615,0.098345093,0.097987072,-0.019654801,0.28446264,0.996359535,-0.00103936
Ramon Mendoza SLN,R,0.0052,0,-0.08,0.132,0.0168,0,9.685863874,-0.019722942,0.09861471,0.098850437,-0.019770087,0.286137346,1.00239038,0.000682346
Greyson Jenista NA,L,0.0072,0,-0.08,0.132,-0.0492,0,9.615384615,-0.02,0.098,0.098266272,-0.020054341,0.286208539,1.002717061,0.000775539
Rafael Ortega NA,L,-0.00023622,-0.049606299,-0.081102362,0.133070866,0.016614173,0,9.674796748,-0.019786123,0.098354319,0.098802845,-0.019876354,0.286722606,1.004560302,0.001301606
Blake Dunn CIN,R,0.013227425,-0.031772575,-0.079849498,0.131103679,0,0,9.683168796,-0.019795495,0.098272714,0.098366771,-0.019814441,0.285688172,1.000957105,0.000273172
William Gleed MIA,R,0.0064,0,-0.08,0.132,0.0164,0,9.689119171,-0.02,0.098,0.096710212,-0.019736778,0.281657637,0.986838897,-0.003756363
Brenton Doyle COL,R,0.016763412,0.032941276,-0.081646641,0.133762058,0.016666103,0,9.683011599,-0.019838222,0.098230963,0.095729943,-0.019333129,0.278094559,0.974539385,-0.007265441
Braiden Ward BOS,L,0.03,0,-0.08,0.132,0.0164,0,9.68503937,-0.02,0.098,0.098832342,-0.020169866,0.287724142,1.008493283,0.002423142
Brendan Rodgers BOS,R,0.000980132,-0.018543046,-0.082913907,0.135496689,0.016662252,0,9.682382134,-0.019889463,0.098176424,0.097929915,-0.019839523,0.284562699,0.997489121,-0.000716301
Jake Rogers DET,R,0.003112673,0.004139816,-0.077094318,0.125834798,0.083329428,0.075330078,9.683035166,-0.019912869,0.098157126,0.096763912,-0.019630231,0.281217016,0.985806286,-0.004048984
Andrew Bechtold PHI,R,0.0028,0,-0.08,0.132,0.0164,0,9.673913043,-0.02,0.098,0.097923003,-0.019984286,0.285023884,0.999214312,-0.000224116
Shay Whitcomb HOU,R,0.008083682,-0.018995816,-0.081506276,0.132468619,0.016661088,0,9.682811554,-0.019997313,0.098077172,0.09621646,-0.019617926,0.279764683,0.981028081,-0.005410317
Kole Calhoun NA,L,-0.007642276,-0.009756098,-0.081300813,0.131707317,-0.083252033,0,9.686520376,-0.020079964,0.097990222,0.098334958,-0.020150606,0.286144143,1.003518059,0.001003143
Justin Yurchak NA,L,0.0068,0,-0.08,0.132,-0.0824,0,9.672131148,-0.02,0.098,0.098262194,-0.020053509,0.285882823,1.002675445,0.000762823
Vimael Machin COL,L,0.001670823,-0.02319202,-0.079800499,0.129426434,0.016658354,0,9.681768626,-0.020023415,0.098052158,0.102699641,-0.020972486,0.298624711,1.04739807,0.013513711
Canaan Smith-Njigba NA,L,0.007373737,-0.013131313,-0.081818182,0.131313131,-0.05,0,9.6875,-0.020184937,0.097934323,0.0980407,-0.020206862,0.285371638,1.001086213,0.000309638
Ernesto Martinez NYA,L,0.005479452,0,-0.080821918,0.131506849,-0.083424658,0,9.660194175,-0.01992469,0.097934915,0.097551131,-0.019846609,0.283943913,0.996081235,-0.001117087
Matt Carpenter NA,L,-0.009637681,0,-0.08115942,0.131884058,-0.116449275,0,9.683426443,-0.020018735,0.097948811,0.098295476,-0.020089586,0.286056857,1.003539253,0.001008857
Simon Muzziotti NA,L,0.006818182,-0.020454545,-0.081818182,0.131818182,0.016590909,0,9.668049793,-0.020277365,0.098007262,#N/A,#N/A,#N/A,#N/A,#N/A
Jose Rodriguez PHI,R,0.010196078,0,-0.080392157,0.131372549,0.016470588,0,9.682151589,-0.020010968,0.09810255,0.098127427,-0.020016042,0.285110282,1.000253587,7.23E-05
Tristan Peters CHA,L,0.00597028,0.018881119,-0.080681818,0.130332168,-0.02777972,0,9.68297119,-0.02011801,0.097952696,0.098009656,-0.020129709,0.285173732,1.000581499,0.000165732
Homer Bush TBA,R,0.0192,0,-0.08,0.132,0.0164,0,9.690265487,-0.02,0.098,0.098782827,-0.020159761,0.287259452,1.007988027,0.002276452
Nathan Baez BOS,R,0.005945946,0,-0.083783784,0.132432432,0.084324324,0,9.679849341,-0.020403347,0.098067699,0.096792409,-0.020138018,0.28120794,0.98699582,-0.00370506
Tony Kemp NA,L,0.00631068,-0.024271845,-0.081553398,0.131067961,0.016699029,0,9.688109162,-0.020155011,0.097895769,0.098083858,-0.020193735,0.285383261,1.00192132,0.000547261
Yasmani Grandal NA,B,-0.016954733,-0.065843621,-0.079835391,0.127983539,0.083251029,0.065208332,9.682651516,-0.020286665,0.097773359,0.098773488,-0.020494178,0.287742533,1.01022906,0.002913533
Hyun Soo Kim NA,L,-0.0072,0,-0.08,0.132,-0.0264,0,9.583333333,-0.02,0.098,0.098648211,-0.020132288,0.286638483,1.006614398,0.001883483
Nelson Rada LAA,L,0.015866667,0,-0.082833333,0.131777778,-0.012966667,0,9.682506443,-0.020427595,0.097644176,0.097349621,-0.020365972,0.283778359,0.996983382,-0.000858641
Kristian Robinson ARI,R,0.011233062,0,-0.082926829,0.131842818,-0.0500271,0,9.688715953,-0.020442632,0.09763695,0.098966403,-0.020720985,0.288477222,1.013616285,0.003875222
Yohandy Morales WAS,R,0.005954416,0,-0.083119658,0.131837607,-0.083361823,0,9.682692308,-0.020494172,0.097571225,0.099105003,-0.020816332,0.289010814,1.015719566,0.004472814
Dominic Fletcher PIT,L,0.003270565,-0.042517344,-0.081268583,0.128741328,0.01666997,0,9.683886264,-0.02051693,0.097555498,0.097010137,-0.020402234,0.282938407,0.994409733,-0.001590593
Ryan McKenna NA,R,0.011681034,-0.012068966,-0.08362069,0.132327586,-0.05,0,9.75,-0.020517263,0.097509879,0.097686137,-0.02055435,0.284990217,1.001807594,0.000514217
Yunior Severino MIN,B,0.004457275,0,-0.083602771,0.13187067,0.016674365,0,9.684176915,-0.020621723,0.097468971,0.097585126,-0.020646298,0.284758947,1.001191713,0.000338947
Carter Kieboom CLE,R,0.004444444,0.042222222,-0.084444444,0.133333333,-0.083333333,0,9.649122807,-0.020675923,0.097394479,0.097374712,-0.020671727,0.284356278,0.999797049,-5.77E-05
Tyler Fitzgerald SFN,R,0.016831187,0.005293276,-0.082904149,0.130472103,-0.00555794,0,9.682505086,-0.020655121,0.097412329,0.093913248,-0.019913182,0.274126419,0.96407969,-0.010213581
Grant Lavigne NA,L,0.006066946,0,-0.084100418,0.131799163,-0.083430962,0,9.68579235,-0.020716834,0.09740004,0.097384727,-0.020713577,0.284264304,0.999842791,-4.47E-05
Matthew Lloyd BOS,L,0.005028571,0,-0.084,0.132,-0.083371429,0,9.689781022,-0.020712749,0.097364009,0.097016166,-0.02063875,0.28328431,0.996427401,-0.00101569
Benjamin Malgeri DET,R,0.006451613,0,-0.083870968,0.132258065,-0.050107527,0,9.777777778,-0.020661425,0.097214652,0.100263797,-0.021309472,0.293177899,1.031365075,0.008915899
Yoshi Tsutsugo NA,L,-0.0032,-0.016,-0.084,0.132,-0.0824,0,9.710144928,-0.021,0.097,0.099108423,-0.021456463,0.290435701,1.02173632,0.006178701
Brett Wisely ATL,L,0.003670213,-0.019468085,-0.0825,0.129308511,0.027781915,0,9.682873158,-0.020738142,0.097326198,0.096211668,-0.020500659,0.280989973,0.988548516,-0.003255027
Eddys Leonard MIL,R,0.0068,0,-0.084,0.132,-0.0492,0,10,-0.021,0.097,0.09810449,-0.021239116,0.287425927,1.011386491,0.003235927
Armando Alvarez OAK,R,0.002330827,-0.033082707,-0.084586466,0.131954887,0.016654135,0,9.682713348,-0.020813346,0.097313955,0.097418987,-0.02083581,0.284472702,1.001079306,0.000306702
Brendon Davis NA,R,0.006989796,-0.019897959,-0.084183673,0.131632653,-0.04994898,0,9.679487179,-0.020786408,0.097255193,0.097516597,-0.020842278,0.28487564,1.002687813,0.00076364
Victor Bericoto SFN,R,0.005058824,0,-0.084117647,0.131176471,-0.049882353,0,9.743589744,-0.020798269,0.097155548,0.097434118,-0.020857903,0.284913586,1.002867261,0.000814586
Andrew Knizner SEA,R,-0.001011236,-0.019411081,-0.080627664,0.12545525,0.083339791,0.00177907,9.683143544,-0.020886899,0.097177779,0.096777128,-0.020800785,0.282885873,0.995877141,-0.001171127
Eguy Rosario NA,R,0.006593137,-0.006127451,-0.083823529,0.130147059,0.016691176,0,9.682242991,-0.020939802,0.097168029,0.097220232,-0.020951052,0.284175592,1.000537252,0.000152592
Robert Glendinning NA,R,0.0028,0,-0.084,0.132,-0.1152,0,9.698795181,-0.021,0.097,0.096990352,-0.020997911,0.283941756,0.999900539,-2.82E-05
Josh Donaldson NA,R,-0.0092,-0.024,-0.084,0.132,0.0164,0,9.62962963,-0.021,0.097,0.097333575,-0.021072217,0.284934507,1.003438914,0.000976507
Yohendrick Pinango TOR,L,0.006388889,0,-0.085185185,0.132407407,-0.050185185,0,9.736842105,-0.020919235,0.097092534,0.100299054,-0.021610101,0.293327561,1.033025395,0.009377561
Robert Tenerowicz SDN,R,0.001,0,-0.086666667,0.133333333,-0.084666667,0,9.652173913,-0.021029547,0.097059446,0.096833963,-0.020980692,0.283290344,0.997676859,-0.000659656
Brett Bateman CHN,L,0.009666667,0,-0.086666667,0.133333333,0.017,0,9.691629956,-0.021118748,0.097471144,0.099113855,-0.021474669,0.288730413,1.01685331,0.004785413
Javier Valdes NA,R,0.0064,0,-0.084,0.132,-0.1152,0,9.681528662,-0.021,0.097,0.09720959,-0.021045375,0.284557523,1.002160718,0.000613523
Charles McAdoo TOR,R,0.013846154,0,-0.087179487,0.133333333,0.016666667,0,9.676375405,-0.021356374,0.09673181,0.097615542,-0.021551483,0.286443224,1.009135896,0.002593224
Jace Avina NYA,R,0.0052,0,-0.084,0.132,-0.0492,0,10,-0.021,0.097,0.095278419,-0.020627287,0.278808228,0.982251742,-0.005037772
Yuli Gurriel SDN,R,-0.004228571,0,-0.086285714,0.133142857,-0.116628571,0,9.685863874,-0.021067868,0.096968002,0.096642068,-0.020997054,0.282841092,0.996638743,-0.000953908
Camden Duzenack NA,R,0.0032,0,-0.084,0.132,0.0492,0,9.691119691,-0.021,0.097,0.097371657,-0.021080462,0.284848236,1.00383152,0.001087236
Adam Duvall NA,R,-0.00504886,-0.010749186,-0.085667752,0.131596091,-0.050065147,0,9.683544304,-0.021169959,0.096914947,0.096877035,-0.021161678,0.283633003,0.999608813,-0.000110997
Curt Casali NA,R,-0.005496689,-0.024503311,-0.082119205,0.126490066,0.083377483,-0.029400001,9.68194565,-0.021088792,0.096940414,0.097582354,-0.021228442,0.285589736,1.006622006,0.001878736
Rixon Wingrove NA,L,0.006,0,-0.084,0.132,-0.0824,0,9.726027397,-0.021,0.097,0.096933372,-0.020985575,0.283454165,0.999313112,-0.000194835
Connor Charping SEA,R,0.008,0,-0.084,0.132,0.0824,0,9.691876751,-0.020921122,0.09663566,0.098164194,-0.021252042,0.288072637,1.015817499,0.004485637
Reese McGuire MIL,L,-0.00189781,0.006569343,-0.083211679,0.127189781,0.083366788,0.045427274,9.683131872,-0.021266611,0.096795724,0.092759677,-0.020379866,0.271749944,0.958303455,-0.011824056
Isan Diaz NA,L,0.002,-0.04,-0.084,0.132,0.0164,0,9.705882353,-0.021,0.097,#N/A,#N/A,#N/A,#N/A,#N/A
Edwin Arroyo CIN,B,0.008007519,0,-0.08637218,0.131766917,0.016663534,0,9.683075598,-0.021301815,0.09677375,0.096794795,-0.021306447,0.283610661,1.000217462,6.17E-05
Colin Moran SEA,L,-0.0048,-0.004,-0.084,0.132,-0.0824,0,9.642857143,-0.021,0.097,0.097244506,-0.021052934,0.284198572,1.002520678,0.000714572
Luis Lara MIL,B,0.014,0,-0.084,0.132,-0.0492,0,9.696969697,-0.021,0.097,0.099283058,-0.02149427,0.290090767,1.023536684,0.006670767
Jeferson Morales MIN,R,0.004794521,0,-0.08630137,0.131506849,-0.05,0,#DIV/0!,-0.021275516,0.096584088,0.0967025,-0.0213016,0.283762466,1.001225997,0.000347466
Javier Baez DET,R,0.008906528,0.002922849,-0.082848665,0.12574184,0.027976261,0,9.682961186,-0.021413023,0.096657712,0.095142978,-0.021077457,0.278963729,0.98432889,-0.004441271
Forrest Wall NA,L,0.016688312,-0.012337662,-0.085714286,0.12987013,-0.050064935,0,9.6,-0.021457287,0.09663907,0.096753724,-0.021482744,0.283698184,1.001186412,0.000336184
Dalton Guthrie NA,R,0.0048,-0.008,-0.088,0.132,-0.0492,0,9.545454545,-0.022,0.097,#N/A,#N/A,#N/A,#N/A,#N/A
Lazaro Armenteros NA,R,0.008108108,0,-0.086486486,0.132432432,-0.04972973,0,9.411764706,-0.021438831,0.096474738,0.096561951,-0.021458211,0.283512062,1.000903995,0.000256062
Harold Castro NA,L,0.000204082,-0.028571429,-0.087755102,0.132653061,0.016734694,0,9.702380952,-0.021564209,0.096286702,0.094827223,-0.021237347,0.278955615,0.984842365,-0.004293385
Gilberto Celestino TEX,R,0,-0.024,-0.088,0.132,0.0164,0,9.680851064,-0.022,0.097,0.096190724,-0.021816453,0.280877905,0.991656946,-0.002363095
Maximo Acosta MIA,R,0.013919717,-0.014226682,-0.084887839,0.127744982,0.031487603,0,9.682699138,-0.021593319,0.096479188,0.09520695,-0.021308575,0.279449751,0.986813348,-0.003734249
Enrique Bradfield BAL,L,0.026333333,0,-0.09,0.133333333,0.017,0,9.665427509,-0.021931007,0.096658884,0.095726825,-0.021719532,0.280407766,0.990357232,-0.002730234
Ryan Galanie CHA,R,0.0068,0,-0.088,0.132,-0.0824,0,9.634146341,-0.022,0.096,0.095282946,-0.021835675,0.280977497,0.992530686,-0.002114503
Marcus Lee Sang TEX,L,0.0077,0,-0.088,0.132,-0.05,0,9.444444444,-0.021705563,0.096441763,0.097242015,-0.021885671,0.285431957,1.008297768,0.002348957
Omar Meregildo NA,R,0.0072,0,-0.088,0.132,-0.0824,0,9.62962963,-0.022,0.096,0.095902556,-0.021977669,0.282760695,0.99898496,-0.000287305
Alex Jackson MIN,R,0.00476934,-0.004045422,-0.083960256,0.125408091,0.083335699,0.050858158,9.682886216,-0.021762629,0.09632217,0.094395698,-0.02132737,0.277320315,0.9799997,-0.005659685
Christian Koss SFN,R,0.009744977,-0.010741886,-0.086321484,0.128979907,0.011901082,0,9.682872311,-0.021749928,0.096307201,0.093982435,-0.021224905,0.276145224,0.975860935,-0.006830776
Jorge Barrosa ARI,B,0.006326137,0.010948342,-0.085774865,0.128103315,-0.033330763,0,9.683148347,-0.0217607,0.096304544,0.094212984,-0.021288097,0.276825382,0.97828181,-0.006145618
Michael Chavis CIN,R,0.005625,-0.045833333,-0.089583333,0.133333333,0.016875,0,9.702970297,-0.021884555,0.096190254,0.096524691,-0.021960644,0.283948822,1.003476833,0.000983822
Terence Doston NA,L,0.0092,0,-0.088,0.132,-0.0492,0,10,-0.022,0.096,0.096214273,-0.022049104,0.283592572,1.002232011,0.000631572
Ross Adolph NA,L,0.0072,0,-0.088,0.132,0.0164,0,9.657142857,-0.022,0.096,0.096255246,-0.022058494,0.283666214,1.002658808,0.000752214
Romeo Sanabria SDN,L,0.004333333,0,-0.09,0.133333333,-0.084333333,0,9.649122807,-0.021931007,0.096658884,0.093280744,-0.021164539,0.273019659,0.965050914,-0.009887341
Billy McKinney NA,L,0.002314815,-0.020833333,-0.087962963,0.130555556,-0.05,0,9.688581315,-0.021882538,0.096167997,0.095719119,-0.021780398,0.28152478,0.995332355,-0.00132022
James Ritchie NA,R,0.0032,0,-0.088,0.132,0.0824,0,9.671641791,-0.022,0.096,0.09625029,-0.022057358,0.283534304,1.002607185,0.000737304
Jesse Franklin NA,L,0.0088,0,-0.088,0.132,-0.0492,0,10,-0.022,0.096,0.096178651,-0.022040941,0.283300228,1.001860949,0.000526228
Kyren Paris LAA,R,0.019270346,0.004677268,-0.085874649,0.127221703,0.01666043,0,9.682802829,-0.021932112,0.096138146,0.095341295,-0.021750325,0.280417307,0.991711399,-0.002343693
Vinny Capra BOS,R,0.006056338,0.008098592,-0.088028169,0.13028169,0.01665493,0,9.682687369,-0.021953108,0.096154613,0.097424907,-0.022243129,0.286481344,1.013210953,0.003735344
Rodolfo Castro NA,B,0.006548673,-0.008849558,-0.089380531,0.131858407,0.016637168,0,9.683257919,-0.022041065,0.096020482,0.096588879,-0.022171538,0.284368423,1.005919535,0.001673423
Seth Stephenson DET,R,0.0184,0,-0.088,0.132,0.0164,0,9.704433498,-0.022,0.096,0.092679872,-0.021239137,0.272916157,0.965415334,-0.009776843
Zach DeLoach NA,L,0.006658879,-0.010280374,-0.091121495,0.134579439,-0.050023364,0,9.688888889,-0.022004236,0.096028741,0.09612524,-0.022026348,0.282944043,1.001004893,0.000284043
David Bote LAN,R,0.000762332,-0.02735426,-0.090134529,0.133183857,0.016681614,0,9.685452163,-0.022007985,0.09602489,0.096242478,-0.022057854,0.283286462,1.002265951,0.000640462
Angel Genao CLE,B,0.0068,0,-0.088,0.132,0.0492,0,9.689922481,-0.022,0.096,0.097184921,-0.022271544,0.286085075,1.01234293,0.003488075
Matthew Koperniak SLN,L,0.004102061,0,-0.089499509,0.131697743,-0.016663395,0,9.682590574,-0.022083589,0.095986127,0.096535437,-0.022209969,0.284198155,1.005722802,0.001617155
Eduardo Escobar NA,B,-0.0056,-0.036,-0.088,0.132,0.0164,0,9.591836735,-0.022,0.096,0.095948428,-0.021988181,0.282409205,0.999462789,-0.000151795
Pedro Ramirez CHN,B,0.0092,0,-0.088,0.132,0.0164,0,9.666666667,-0.022,0.096,0.098099254,-0.022481079,0.288716323,1.021867228,0.006178323
Jacob Thompson NA,L,0.006,0,-0.088,0.132,-0.0492,0,10,-0.022,0.096,0.096315536,-0.02207231,0.283380373,1.003286835,0.000928373
Trei Cruz DET,B,0.005668979,0,-0.090287413,0.131813677,0.033339941,0,9.683031228,-0.02226204,0.095817189,0.094447305,-0.021943763,0.278321169,0.985703146,-0.004036831
Donovan Walton LAA,L,0.001714286,-0.016571429,-0.088571429,0.129142857,0.016628571,0,9.68627451,-0.022294793,0.095795689,0.097204533,-0.022622677,0.286509556,1.014706758,0.004152556
Sheldon Neuse NA,R,0.006,-0.032,-0.088,0.132,0.0164,0,9.662921348,-0.022,0.096,0.095812229,-0.021956969,0.281767796,0.998044049,-0.000552204
Ryan Fitzgerald LAN,L,0.001875,0,-0.0890625,0.1296875,0.0165625,0,9.692307692,-0.02240649,0.0959155,0.097655014,-0.022812852,0.287437072,1.018135897,0.005120072
Whit Merrifield NA,R,0.011538462,-0.019230769,-0.088461538,0.130769231,0.016538462,0,9.708029197,-0.022132754,0.095267072,0.095611088,-0.022212677,0.283238113,1.003611072,0.001019113
Armani Smith NA,R,0.0076,0,-0.088,0.132,-0.0492,0,10,-0.022,0.096,0.096346533,-0.022079414,0.283127333,1.003609715,0.001018333
Adam Frazier LAA,L,0.004350962,-0.011598558,-0.091526442,0.132421875,-0.012821514,0,9.682872311,-0.02246385,0.095607796,0.094970152,-0.02231403,0.280219563,0.993330626,-0.001881437
Spencer Nivens KCA,L,0.0068,0,-0.088,0.132,-0.0492,0,10,-0.022,0.096,0.096240316,-0.022055073,0.282804175,1.002503297,0.000706175
Joe Mack MIA,L,0.006940419,0,-0.091179102,0.131776704,0.078672392,0,9.683038908,-0.02248682,0.095586636,0.095969443,-0.022576876,0.283203657,1.004004825,0.001129657
Hoy Park OAK,L,0.008452381,-0.029761905,-0.091666667,0.132142857,0.016666667,0,9.678456592,-0.022596606,0.095668747,0.095798806,-0.022627325,0.282455469,1.001359472,0.000383469
Ethan Gourson PIT,L,0.0124,0,-0.088,0.132,0.0164,0,9.680851064,-0.022,0.096,0.095402481,-0.021863069,0.280308389,0.993775842,-0.001755611
Yoyner Fajardo NA,L,0.010515464,0,-0.090721649,0.130927835,-0.049793814,0,10,-0.022472495,0.095508104,0.095662243,-0.022508763,0.282478153,1.001613886,0.000455153
Gabe Matthews NA,L,0.0064,0,-0.092,0.132,-0.0824,0,9.677419355,-0.023,0.096,0.096282334,-0.023067642,0.282803279,1.002940977,0.000829279
Matthew Lugo LAA,R,0.007643933,0.016917626,-0.090699734,0.130292294,-0.05,0,9.684848485,-0.022629395,0.095445659,0.094635894,-0.022437406,0.279515288,0.991515954,-0.002391712
Lorenzo Cedrola CLE,R,0.01,0,-0.092,0.132,0.0164,0,9.707602339,-0.023,0.095,0.094690082,-0.022924967,0.280949459,0.996737701,-0.000919541
Jordan Groshans ATL,R,0.003402062,-0.006185567,-0.091752577,0.130927835,0.016597938,0,9.679849341,-0.022727864,0.095508104,0.096203232,-0.022893282,0.283883232,1.007278208,0.002051232
Malcom NuÃ±ez NA,R,0.004326531,0,-0.091836735,0.131428571,0.016653061,0,9.680365297,-0.022681967,0.09536507,0.095219997,-0.022647462,0.281392285,0.998478768,-0.000428715
Jason Talley NA,L,0.008,0,-0.092,0.132,-0.0824,0,9.662921348,-0.023,0.095,0.094786518,-0.022948315,0.28117772,0.99775282,-0.00063328
Patrick Bailey SFN,B,0.000522424,0.003937386,-0.08772688,0.125343321,0.083330452,0.176460127,9.68299607,-0.022746227,0.095324994,0.094253358,-0.022490516,0.278582588,0.988758076,-0.003167412
Creed Willems BAL,L,0.0048,0,-0.092,0.132,-0.0824,0,9.690721649,-0.023,0.095,0.093482267,-0.022632549,0.277234946,0.984023859,-0.004501054
David McCabe ATL,B,0.0048,0,-0.092,0.132,-0.0824,0,9.690721649,-0.023,0.095,0.097162298,-0.023523504,0.288097465,1.022761035,0.006411465
Carlos RodrÃ­guez SDN,L,0.007782805,0,-0.09321267,0.131674208,0.016651584,0,9.679665738,-0.02298637,0.095069842,0.094209153,-0.022778269,0.278940616,0.990946772,-0.002548384
Jameson Hannah NA,L,0.0076,0,-0.092,0.132,-0.0492,0,10,-0.023,0.095,0.095388623,-0.023094088,0.282591307,1.004090772,0.001151307
Matthew Wood MIL,L,0.006,0,-0.092,0.132,0.0824,0,9.668674699,-0.023,0.095,0.096344658,-0.023325549,0.285391131,1.014154292,0.003983131
Travis d'Arnaud LAA,R,-0.010485301,-0.016145332,-0.092767149,0.130914606,0.077379841,-0.010610577,9.682920582,-0.023031255,0.095038684,0.093840266,-0.022740836,0.277844693,0.987390209,-0.003548307
Evan White LAA,R,0.004,0.016,-0.092,0.132,-0.0824,0,9.655172414,-0.023,0.095,0.095095442,-0.023023107,0.281664692,1.001004656,0.000282692
Andy Weber CHA,L,0.0048,0,-0.092,0.132,0.0492,0,9.670781893,-0.023,0.095,0.094489244,-0.022876343,0.279862221,0.99462362,-0.001512779
Cameron Collier CIN,L,0.0044,0,-0.092,0.132,0.0164,0,9.681528662,-0.023,0.095,0.093860929,-0.022724225,0.277931102,0.988009776,-0.003372898
Lucas Spence HOU,L,0.0092,0,-0.092,0.132,-0.0492,0,#DIV/0!,-0.023,0.095,0.093886654,-0.022730453,0.278006288,0.988280566,-0.003296712
Ryan Nicholson LAA,L,0.0044,0,-0.092,0.132,-0.0824,0,9.693877551,-0.023,0.095,0.093830538,-0.022716867,0.277840124,0.987689872,-0.003462876
Yu Chang NA,R,0.0084,-0.06,-0.092,0.132,0.0492,0,9.690721649,-0.023,0.095,0.095157617,-0.02303816,0.281756697,1.001659131,0.000466697
Luis Vazquez BAL,R,0.006481481,0.017901235,-0.094444444,0.132716049,0.016666667,0,9.683496609,-0.023105871,0.094990802,0.094441012,-0.022972138,0.279660948,0.994212173,-0.001628052
Noah Cardenas MIN,R,0.00625,0,-0.095,0.1325,0.08425,0,9.678638941,-0.023195366,0.094612679,0.092824554,-0.022756988,0.275921785,0.981100584,-0.005315215
Sabin Ceballos SFN,R,0.0056,0,-0.092,0.132,0.0164,0,9.6875,-0.023,0.095,0.095285546,-0.023069132,0.282008106,1.003005751,0.000845106
Isiah Kiner-Falefa BOS,R,0.014926979,0.002254676,-0.092185498,0.128900846,0.021014604,0,9.683059853,-0.023244192,0.094824416,0.093627708,-0.022950844,0.27758503,0.987379746,-0.00354797
Kahlil Watson CLE,L,0.010894737,0,-0.094210526,0.131710526,0.016657895,0,9.682726394,-0.023247707,0.094809083,0.095252063,-0.023356328,0.2824365,1.004672332,0.0013135
Kyle Farmer ATL,R,-0.005867841,-0.001938326,-0.094625551,0.131982379,0.016660793,0,9.682480899,-0.023306846,0.094768154,0.093488316,-0.022992089,0.277260354,0.986495054,-0.003795646
James Lott NA,R,0.0072,0,-0.092,0.132,-0.0492,0,10,-0.023,0.095,0.095354078,-0.023085724,0.282088479,1.003727139,0.001047479
Mason Martin NA,L,0.0064,0,-0.092,0.132,-0.1152,0,9.662921348,-0.023,0.095,0.094888791,-0.022973076,0.280667061,0.998829382,-0.000328939
Taylor Walls TBA,B,0.020789607,-0.022726506,-0.092694449,0.128884765,0.041474608,0,9.683084075,-0.023373204,0.094696787,0.092925717,-0.022936066,0.275716132,0.981297472,-0.005254868
Matthew Rudick NYN,L,0.005920398,0,-0.094527363,0.131343284,0.016616915,0,9.683441558,-0.023364566,0.094687979,0.092375139,-0.022793866,0.274076812,0.9755741,-0.006862188
Luis Castro NA,R,0.0024,0,-0.092,0.132,-0.0824,0,9.708737864,-0.023,0.095,0.094824387,-0.022957483,0.280402699,0.998151441,-0.000519301
Daniel Susac SFN,R,0.006475371,0,-0.094978479,0.131802965,0.083347681,0,9.682986156,-0.02342219,0.094644047,0.096331246,-0.023839733,0.28591365,1.017826782,0.00500765
Brandon Drury KCA,R,-0.006365979,-0.026546392,-0.096649485,0.134278351,0.016675258,0,9.684947491,-0.023411628,0.094645407,0.092410278,-0.022858743,0.2742546,0.976384182,-0.0066334
Jason Schwartz NYN,L,0.004,0,-0.094666667,0.132,-0.083333333,0,9.692307692,-0.023352899,0.094727253,0.093199939,-0.022976374,0.27634834,0.983876715,-0.00452866
Braylen Wimmer COL,R,0.0108,0,-0.092,0.132,-0.0492,0,10,-0.023,0.095,0.093175875,-0.02255837,0.275470061,0.980798685,-0.005392939
