Full Name,Bats,BaseRunning,UZR,BattingRuns,ReplacementRuns,DEF_adj,FramingRuns,Runs/WAR,BattingRuns/PA,wRC/PA,Updated wRC/PA,Updated BattingRuns/PA,Update wOBA,% Change,col_CL
Aaron Judge NYA,R,-0.007252623,-0.001334547,0.432350439,0.145903034,-0.052166147,0,9.68301945,0.096311591,0.214381555,0.212148202,0.09530825,0.425145356,0.989582344,
Vladimir Guerrero Jr. TOR,R,-0.008036364,-0.009335443,0.339666667,0.144212121,-0.084712121,0,9.682998834,0.076550156,0.194622745,0.192097501,0.075556912,0.39982011,0.987024929,
Ronald Acuna Jr. ATL,R,0.016103556,-0.024728105,0.323483264,0.149424686,-0.055734833,0,9.683018102,0.070357306,0.188429037,0.1804605,0.067381943,0.380578898,0.957710673,
Fernando Tatis Jr. SDN,R,0.01323304,0.023950188,0.251007664,0.144308828,-0.051382345,0,9.683009785,0.056527303,0.174593489,0.169790028,0.054972109,0.36974373,0.972487743,
Ketel Marte ARI,B,-0.001532847,-0.010637119,0.24836983,0.147396594,0.000549878,0,9.683011536,0.05476564,0.172837956,0.167396705,0.053041519,0.366121185,0.968518195,
Yordan Alvarez HOU,L,-0.007465717,-0.019961612,0.241402954,0.146334388,-0.098341245,0,9.682985423,0.053611074,0.171679597,0.173800008,0.054273224,0.381238218,1.012350979,
Junior Caminero TBA,R,0.002156522,-0.006736527,0.234289855,0.14257971,0.012455072,0,9.68299552,0.053400452,0.17147207,0.170767532,0.053181043,0.374778771,0.99589124,
Yandy Diaz TBA,R,-0.010992053,-0.014047867,0.23488849,0.147808254,-0.108426045,0,9.683012423,0.051651932,0.169719128,0.168032045,0.051138489,0.370431774,0.990059559,
Juan Soto NYN,L,-0.00327473,-0.047844828,0.223370839,0.146694796,-0.051361932,0,9.683012709,0.049485082,0.16755548,0.166910378,0.04929456,0.370029848,0.996149917,
Bobby Witt Jr. KCA,R,0.022464264,0.042666252,0.213704164,0.147203232,0.050006215,0,9.683008358,0.047186534,0.165259222,0.161596678,0.046140766,0.360438755,0.977837581,
Julio Rodriguez SEA,R,0.012245333,0.039541779,0.20776,0.144533333,0.015304,0,9.683027863,0.046715649,0.164784941,0.159775767,0.045295575,0.356834777,0.969601755,
Brent Rooker OAK,R,0.000765166,-0.017604356,0.194187275,0.142020714,-0.108957937,0,9.682982264,0.04444184,0.162509978,0.157818933,0.043158973,0.35465321,0.971133805,
Seiya Suzuki CHN,R,-0.000528523,-0.021995784,0.193512304,0.141834452,-0.063638143,0,9.682976836,0.044342503,0.16241403,0.161251507,0.04402511,0.362463861,0.992842225,
Ivan Herrera SLN,R,0.006869188,-0.038339223,0.194978301,0.144606324,-0.085623063,0.000632653,9.682961549,0.04381851,0.161891629,0.162430669,0.043964409,0.365638402,1.003329634,
William Contreras MIL,R,-0.009221942,-0.012987013,0.193534845,0.143912678,0.051665267,0.00366113,9.683004495,0.043703892,0.161777084,0.160473339,0.043351687,0.361346289,0.991941103,
Wyatt Langford TEX,R,0.010453608,0.000834575,0.186715758,0.144418262,-0.023911635,0,9.682997827,0.042016278,0.160084738,0.154698825,0.040602677,0.350000566,0.966355867,
Mookie Betts LAN,R,0.000757576,-0.013557994,0.177638454,0.145559039,0.05,0,9.682966387,0.039665391,0.157734095,0.156565945,0.039371637,0.356605342,0.992594184,
Byron Buxton MIN,R,0.023282137,-0.011591356,0.179599332,0.14851419,-0.00333222,0,9.683015812,0.039300638,0.157370599,0.153139881,0.038244088,0.349162856,0.973116215,
Bo Bichette NYN,R,-0.000300518,0.030909091,0.171675302,0.144455959,0.004255613,0,9.683020702,0.038626462,0.156697529,0.152871291,0.037683281,0.349232021,0.975582016,
Isaac Paredes HOU,R,-0.00331774,-0.005611435,0.17063692,0.143576826,-0.045376035,0,9.682994178,0.038628394,0.156696709,0.153722093,0.037895101,0.351176521,0.98101673,
Pete Alonso BAL,R,-0.010701672,-0.023029325,0.164280669,0.142571227,-0.087466447,0,9.683029275,0.03744704,0.155514977,0.152103453,0.036625567,0.348686325,0.978063053,
Jose Ramirez CLE,B,0.014754927,-0.002619844,0.161824154,0.143810005,0.004295099,0,9.683026863,0.036573816,0.154643573,0.15429498,0.036491372,0.354626804,0.997745828,
Francisco Lindor NYN,B,0.008409746,0.011640353,0.168876081,0.150144092,0.0462929,0,9.683028691,0.036555687,0.154627267,0.152059105,0.035948544,0.349499225,0.983391272,
Shohei Ohtani LAN,L,0.011267296,0,0.168614101,0.150340435,-0.116659345,0,9.68302539,0.036450169,0.154522699,0.152917947,0.036071626,0.351584401,0.989614779,
Cal Raleigh SEA,B,-0.005691964,0.008686731,0.161300223,0.144921875,0.046506696,0.090979452,9.682983049,0.036174592,0.154241053,0.147883613,0.034683564,0.340298732,0.958782435,
Francisco Alvarez NYN,R,-0.003792757,-0.052667168,0.143594903,0.12917505,0.061690141,0.024988721,9.682972712,0.036124325,0.154190632,0.149464543,0.03501708,0.34398999,0.969349052,
Austin Riley ATL,R,-0.00012998,-0.025511675,0.156484883,0.141565414,0.01389093,0,9.68298894,0.035924128,0.153991128,0.148926816,0.03474269,0.342953732,0.967112967,
Manny Machado SDN,R,-0.005048011,-0.015328,0.157585734,0.142990398,-0.00217284,0,9.682979619,0.035814583,0.153882991,0.151000887,0.035143805,0.34784284,0.981270812,
Alex Bregman CHN,R,-0.008606446,-0.004403087,0.154902406,0.145937358,0.01666591,0,9.683009425,0.034495162,0.152567173,0.15061846,0.034054561,0.348339163,0.987227184,
George Springer TOR,R,0.003418778,-0.015878788,0.156184799,0.147391952,-0.100187779,0,9.682943967,0.034440707,0.152505289,0.14930421,0.033717798,0.345367333,0.979010049,
Wander Franco TBA,B,0.012,0.007741935,0.136774194,0.131612903,0.049870968,0,9.682128639,0.03380798,0.151816966,0.150752168,0.033570861,0.349463656,0.992986304,
Alejandro Kirk TOR,R,-0.019356137,-0.013032844,0.136887995,0.135982562,0.074986586,0.099038461,9.683010853,0.032718267,0.150782957,0.14969438,0.032482057,0.348101606,0.992780503,
Jackson Chourio MIL,R,0.016111252,0.013685317,0.148056896,0.147142494,-0.048567437,0,9.68300241,0.032704424,0.150774745,0.147787522,0.032056468,0.343673345,0.980187511,
Carlos Correa HOU,R,-0.006678366,0.033790683,0.13972559,0.141065731,0.019955329,0,9.682985851,0.032195372,0.150264677,0.150364622,0.032216786,0.350216783,1.000665125,
Kyle Tucker LAN,L,0.008598154,-0.014261419,0.143367347,0.146501458,-0.049995141,0,9.682995632,0.031803552,0.149871747,0.145446093,0.030864406,0.339177461,0.970470392,
Jacob Wilson OAK,R,0.003385188,-0.001014542,0.132634427,0.135610416,0.048863713,0,9.682974227,0.031785915,0.149860623,0.145461725,0.030852895,0.339224534,0.970646738,
Giancarlo Stanton NYA,R,-0.015762565,-0.021052632,0.132105719,0.136828423,-0.115554593,0,9.683058418,0.031377666,0.14944784,0.14432878,0.030302882,0.337017644,0.96574685,
Will Smith LAN,R,-0.005307495,0.012137203,0.13206278,0.137636131,0.077837924,-0.055720394,9.682976846,0.031186542,0.149253661,0.147141237,0.030745151,0.343793351,0.985846749,
Marcell Ozuna PIT,R,-0.012347857,0,0.131256752,0.137954627,-0.116676269,0,9.683115987,0.030926376,0.148998103,0.145743344,0.030250811,0.340800206,0.978155701,
Shea Langeliers OAK,R,-0.000272516,-0.019554549,0.136656697,0.143635759,0.059627783,-0.058350945,9.682999254,0.030923556,0.148992581,0.150030497,0.031138977,0.350833077,1.006966232,
Matt Chapman SFN,R,0.003452129,0.005949864,0.129205678,0.139625491,0.01666566,0,9.682956294,0.030072289,0.148140116,0.144490843,0.02933149,0.338790478,0.975366069,
Gleyber Torres DET,R,-0.006647712,-0.027159491,0.13463309,0.145843488,0.016666667,0,9.682975374,0.030001488,0.148070496,0.145724505,0.029526152,0.341762037,0.984156253,
Spencer Torkelson DET,R,0.000333157,-0.003639418,0.125224749,0.137070333,-0.085156002,0,9.682971325,0.02969088,0.147758519,0.147690376,0.029677187,0.346716028,0.999538821,
Sal Stewart CIN,R,0.004759784,0.003925379,0.123894368,0.136430162,-0.079630926,0,9.683045403,0.029512495,0.147585214,0.148327154,0.029660861,0.348398708,1.005027197,
Trea Turner PHI,R,0.02561996,-0.012903226,0.135055444,0.149747984,0.05,0,9.683027598,0.029313288,0.147381457,0.14401194,0.028643111,0.338485295,0.97713744,
Willson Contreras BOS,R,-0.009219135,0.003832042,0.126064017,0.140872318,-0.087931762,0,9.683005,0.029086051,0.147150748,0.148069352,0.029267624,0.348283709,1.006242605,
Gabriel Moreno ARI,R,-5.37E-05,0.021991555,0.122199866,0.137391013,0.074279007,0.028308772,9.682966394,0.028903795,0.146977858,0.144745337,0.02846476,0.340646934,0.984810492,
Mike Trout LAA,R,-0.000858001,-0.025258324,0.127927928,0.143929644,-0.070823681,0,9.682905818,0.028888852,0.146953387,0.15247996,0.029975294,0.358884623,1.037607655,
Jo Adell LAA,R,0.000631383,-0.015475085,0.117208295,0.134168988,-0.038375116,0,9.683005385,0.028393236,0.146457214,0.142257993,0.027579145,0.335360704,0.971327996,
Mark Vientos NYN,R,-0.002028263,0.02740094,0.117151566,0.13618731,-0.101310612,0,9.682972704,0.027957005,0.14602708,0.14232581,0.027248394,0.335986465,0.974653534,
Geraldo Perdomo ARI,B,0.013640377,-0.004296645,0.121924662,0.14523249,0.049994114,0,9.683002011,0.027286015,0.145354178,0.14466918,0.027157427,0.342268384,0.995287386,
Taylor Ward BAL,R,-0.005085389,-0.011629168,0.120981296,0.145188398,-0.050005422,0,9.682968183,0.027083882,0.145153346,0.146606634,0.027355049,0.347078533,1.010012085,
Randy Arozarena SEA,R,-0.002139037,-0.044918195,0.116188624,0.139645114,-0.05137579,0,9.682954832,0.027041572,0.145108018,0.144239256,0.026879674,0.341526963,0.994013001,
Jeremy Pena HOU,R,0.010646859,-0.012349118,0.112534819,0.142092232,0.05000619,0,9.683026311,0.025738611,0.143806349,0.141051056,0.025245466,0.335413039,0.980840259,
Jordan Westburg BAL,R,0.003714286,-0.012566372,0.110208668,0.140321027,0.004166934,0,9.683001046,0.025527592,0.143595492,0.141777632,0.025204423,0.337379157,0.987340416,
Alec Bohm PHI,R,-0.008257618,-0.022022161,0.108698061,0.13900277,0.012066482,0,9.683018135,0.025413378,0.143484553,0.138371103,0.024507705,0.329393395,0.964362363,
Teoscar Hernandez LAN,R,-0.003120482,-0.032771084,0.104728916,0.134186747,-0.049993976,0,9.683051461,0.025367258,0.143441372,0.140456197,0.024839337,0.334401816,0.979188882,
Bryce Harper PHI,L,0.0003465,0.005402218,0.111226611,0.143751444,-0.084044814,0,9.683046059,0.02514668,0.143213343,0.143171512,0.025139335,0.341131331,0.999707913,
Zach Neto LAA,R,0.010600394,-0.01312336,0.113549869,0.146784777,0.050006562,0,9.682956037,0.025139149,0.143208168,0.137782124,0.024186647,0.328291445,0.962110794,
Paul Goldschmidt NYA,R,-0.007903603,-0.008937035,0.106598035,0.140711277,-0.093649977,0,9.682843474,0.024621468,0.14269211,0.14099933,0.02432938,0.336541621,0.988136839,
Jose Altuve HOU,R,-0.004724551,-0.02349481,0.11239521,0.149101796,-0.005056886,0,9.683009325,0.024501224,0.142569188,0.140382491,0.024125429,0.335209539,0.984662205,
Royce Lewis MIN,R,0.001297021,-0.0066605,0.100361119,0.134005417,0.013373458,0,9.682942044,0.024341515,0.142414287,0.13849384,0.023671431,0.330866906,0.97247153,
Tyler O'Neill BAL,R,-0.000534826,-0.015012563,0.102529022,0.138640133,-0.071475954,0,9.683119968,0.024035785,0.142105627,0.140331092,0.02373564,0.335608119,0.987512561,
Austin Dean NA,R,0,-0.0375,0.1,0.1375,-0.0525,0,9.672131148,0.023529412,0.141176471,0.142179295,0.023696549,0.342011288,1.007103342,
Josh Bell MIN,B,-0.017652582,-0.013623188,0.102629108,0.143630673,-0.091455399,0,9.682967924,0.023221846,0.141292787,0.137797397,0.022647369,0.330462439,0.97526137,
Rob Refsnyder SEA,R,-0.003951874,-0.009988249,0.098889403,0.139796391,-0.092993984,0,9.682977968,0.022989343,0.141055807,0.137924651,0.022479025,0.331032913,0.977802004,
Jake Burger TEX,R,0.000900116,0.013941736,0.095150987,0.136875726,-0.084126016,0,9.683042649,0.022593906,0.140665507,0.135346693,0.02173959,0.325277349,0.962188218,
Adley Rutschman BAL,B,-0.002212693,-0.002732434,0.098056032,0.141652373,0.044328188,0.02,9.682980835,0.022495631,0.14056818,0.14131059,0.022614441,0.339727843,1.005281491,
Ryan Jeffers MIN,R,-0.003789916,-0.024264706,0.09022409,0.131568627,0.0357507,-0.010169118,9.683010926,0.022287577,0.140354306,0.14264042,0.022650601,0.343178157,1.016288171,
Kazuma Okamoto TOR,R,0.000537551,0,0.088065844,0.129423868,-0.011666667,0,9.682959337,0.022114749,0.140187097,0.143192472,0.022588852,0.344702744,1.021438311,
Jurickson Profar ATL,B,-0.002790055,-0.034530387,0.098618785,0.145856354,-0.05,0,9.683404255,0.021980017,0.140007164,0.139997683,0.021978528,0.33724316,0.999932279,
Jorge Soler LAA,R,-0.011285489,-0.024026946,0.088367508,0.133832808,-0.081474763,0,9.682861028,0.021460619,0.139527542,0.138970527,0.021374945,0.335312019,0.996007851,
Xander Bogaerts SDN,R,0.006945444,-0.019689837,0.094959845,0.144807533,0.049994461,0,9.682981081,0.021310781,0.139380838,0.139951094,0.021397971,0.337845612,1.004091349,
Maikel Garcia KCA,R,0.012773899,0.023039742,0.095649839,0.146106337,0.017371106,0,9.682981695,0.021277888,0.139345674,0.138601368,0.021164233,0.334629002,0.994658564,
Andrew Vaughn MIL,R,-0.01039819,-0.006546003,0.08826546,0.135776772,-0.0833454,0,9.683008139,0.021127004,0.139195618,0.136574415,0.02072916,0.329909221,0.981168926,
James Wood WAS,L,0.00574647,-0.014917127,0.094953439,0.146710724,-0.084052268,0,9.682962417,0.021036053,0.139100154,0.139581778,0.021108889,0.337287804,1.003462425,
Nick Kurtz OAK,L,0.004948945,-0.006936416,0.093975494,0.147311096,-0.085224643,0,9.682959509,0.020733885,0.138806642,0.136218903,0.020347349,0.329491674,0.981357238,
Kyle Schwarber PHI,L,-0.007972825,-0.061290323,0.092504931,0.147227701,-0.11530572,0,9.682992657,0.020420591,0.138488474,0.136695665,0.020156236,0.331019568,0.987054452,
Heliot Ramos SFN,R,-0.000343526,-0.031143897,0.086032465,0.138674972,-0.054394111,0,9.682943421,0.020162168,0.138233381,0.136667423,0.019933764,0.331245533,0.988671634,
Rhys Hoskins CLE,R,-0.009542925,-0.012353998,0.082750397,0.135930048,-0.087217806,0,9.683067698,0.01978618,0.137857029,0.136758501,0.019628512,0.331910889,0.992031398,
Corbin Carroll ARI,L,0.036004747,0.01814346,0.086946203,0.145121308,-0.04852057,0,9.682977622,0.019470438,0.137539124,0.135218332,0.0191419,0.328542135,0.983126315,
Lourdes Gurriel Jr. ARI,R,-0.004347658,-0.017404866,0.082539683,0.138637244,-0.075257453,0,9.682949259,0.019349388,0.137415145,0.133993197,0.018867545,0.325709945,0.975097731,
Ramon Laureano SDN,R,-0.001462774,-0.008224583,0.078423358,0.13389781,-0.05,0,9.682988684,0.019035806,0.137105994,0.134110485,0.018619909,0.326354503,0.978151871,
Jorge Polanco NYN,B,0.000244698,0.03748503,0.080130506,0.139119086,-0.086799347,0,9.682978349,0.018721869,0.136793132,0.133001557,0.018202944,0.324017976,0.972282414,
Luke Keaschall MIN,R,0.007518966,-0.000309076,0.081427367,0.143130093,0.011666198,0,9.683036575,0.018489641,0.136560485,0.130674822,0.017692751,0.318611568,0.956900691,
Miguel Vargas CHA,R,0.003488618,-0.022640998,0.077633669,0.137797777,0.00891477,0,9.682949046,0.018312044,0.136381964,0.138841665,0.018642309,0.338746183,1.018035381,
Eugenio Suarez CIN,R,-0.010303514,0.001297578,0.07715655,0.137486688,-0.083722045,0,9.683013369,0.018237795,0.136305179,0.131938749,0.017653562,0.321993818,0.967965784,
Yainer Diaz HOU,R,-0.002367513,-0.010276545,0.074255252,0.132486673,0.067083725,-0.035020479,9.682946586,0.018217849,0.136287663,0.13132075,0.017553911,0.320506556,0.963555661,
Johnathan Rodriguez CLE,R,0.001929002,-0.007029478,0.073811119,0.132685867,-0.057682518,0,9.683152364,0.018083151,0.136165146,0.132776285,0.0176331,0.324192603,0.975112125,
Agustin Ramirez MIA,R,0.000520347,-0.098494764,0.07688459,0.141327552,-0.014733155,0.016980391,9.682915378,0.017680141,0.135749731,0.131575147,0.01713644,0.321745731,0.969247941,
Luis Campusano SDN,R,-0.001665835,-0.027398119,0.069226933,0.127880299,0.036713217,-0.070588238,9.683063806,0.017591476,0.135662217,0.136558454,0.017707692,0.334042329,1.006606385,
Chase Meidroth CHA,R,0.00350044,0.014394606,0.07918499,0.148255644,0.020463207,0,9.683014282,0.017357482,0.135428202,0.132723353,0.017010808,0.324935934,0.980027428,
Matt Shaw CHN,R,0.008576409,-0.005328259,0.066298664,0.124811156,-0.058349797,0,9.682992658,0.017262436,0.135330845,0.133928472,0.017083554,0.327998507,0.989637444,
Justyn-Henry Malloy TBA,R,0.003173077,-0.006879607,0.073339161,0.139685315,-0.06902972,0,9.682907908,0.017069045,0.135128242,0.131615929,0.016625379,0.322583512,0.974007561,
Tyler Austin CHN,R,-0.004812165,0,0.068872987,0.131753131,-0.105053667,0,9.683175691,0.016990074,0.135060054,0.134315797,0.016896449,0.329275452,0.994489435,
Miguel Andujar SDN,R,-0.004912438,0.003015075,0.066995959,0.130534351,-0.098711271,0,9.682794667,0.016682244,0.134754963,0.133952792,0.016582938,0.328749299,0.994047191,
Nico Hoerner CHN,R,0.014037251,0.027728227,0.068572928,0.134706191,0.017368835,0,9.682984028,0.016545856,0.13461389,0.135857453,0.016698706,0.33360261,1.009237995,
Christopher Morel MIA,R,0.007463304,0.041395752,0.067068122,0.132856605,-0.086488521,0,9.683063343,0.016406855,0.134477283,0.132680436,0.016187631,0.325962597,0.986638286,
Josh Jung TEX,R,-0.003436684,-0.003263708,0.063544386,0.131429504,0.016667755,0,9.682960305,0.015713708,0.133788459,0.136073031,0.015982035,0.33514485,1.017076002,
Freddie Freeman LAN,L,-0.003063488,-0.004752806,0.067689403,0.141420817,-0.083698371,0,9.682989352,0.015556902,0.133627712,0.133990898,0.015599184,0.330220072,1.002717899,
Willy Adames SFN,R,0.002272846,-0.00489657,0.067949725,0.142576591,0.050005237,0,9.682953272,0.015490345,0.133563183,0.12990329,0.015065879,0.320219151,0.972598039,
Jahmai Jones DET,R,0.005194004,-0.008870968,0.066402116,0.140740741,-0.109223986,0,9.683163108,0.015336561,0.133405673,0.132275793,0.015206668,0.326259143,0.991530494,
Andy Pages LAN,R,0.004643505,0.001510574,0.060513595,0.128761329,0.013564955,0,9.682959319,0.015273382,0.133342805,0.133964633,0.015344608,0.330500094,1.004663382,
Caleb Durbin BOS,R,0.009047908,-0.007428745,0.061734384,0.13168587,0.016664645,0,9.682967039,0.015236594,0.133305229,0.128316538,0.014666394,0.316613692,0.962576931,
Matt Olson ATL,L,-0.007129741,0.011645325,0.065764677,0.14319884,-0.083334139,0,9.683084945,0.014926344,0.132993612,0.134640958,0.015111231,0.332606474,1.012386654,
Randal Grichuk NYA,R,-0.000670841,-0.01342155,0.059033989,0.136404293,-0.053685152,0,9.682925119,0.014068849,0.132140601,0.127058013,0.013527712,0.314873399,0.961536509,
Corey Seager TEX,L,-0.008194644,-0.020170186,0.062424417,0.144658796,0.035591707,0,9.683060306,0.014024855,0.132097572,0.12644429,0.013424644,0.313409564,0.957203743,
Romy Gonzalez BOS,R,0.001240672,-0.009421642,0.058208955,0.136333955,-0.006861007,0,9.682978991,0.01387427,0.131950084,0.129818653,0.013650154,0.321951038,0.983846686,
Hunter Goodman COL,R,0.000612813,-0.040450872,0.060383782,0.141411328,0.028817703,0.004680851,9.683068263,0.013879092,0.131947407,0.12843628,0.013509768,0.31852726,0.973389949,
Ha-seong Kim ATL,R,0.00756698,-0.030376539,0.055648081,0.131679942,0.049992759,0,9.682944305,0.013734476,0.131795569,0.132400247,0.01379749,0.328553518,1.004587996,
Jose Fermin SLN,R,0.004822747,-0.013441654,0.055612999,0.132570162,-0.006942393,0,9.683072093,0.013635641,0.131702545,0.131275868,0.013591466,0.325866859,0.996760304,
Christian Walker HOU,R,-0.006939694,0.020072882,0.055955596,0.137623762,-0.083720372,0,9.68309165,0.013213864,0.131281335,0.134380009,0.013525755,0.334113334,1.023603314,
Jonathon Long CHN,R,0.003264249,0,0.052849741,0.131606218,-0.083160622,0,9.683301344,0.013063055,0.131142829,0.128897004,0.01283935,0.32067377,0.982874968,
Coby Mayo BAL,R,0.005434783,-0.053703704,0.047906602,0.124235105,0.011908213,0,9.683049847,0.012536561,0.130612004,0.129663996,0.012445568,0.323210919,0.992741801,
Ozzie Albies ATL,B,0.007810301,-0.026709823,0.052068674,0.13557557,0.016667605,0,9.682952755,0.012481527,0.130550024,0.132338642,0.012652532,0.329959556,1.013700633,
Spencer Steer CIN,R,0.002392217,-0.001745962,0.05265166,0.137275849,-0.069397177,0,9.682897464,0.01246518,0.130532108,0.130804616,0.012491203,0.326162502,1.002087673,
Mitch Garver SEA,R,-0.010402098,-0.024475524,0.050874126,0.13479021,0.083374126,-0.039771929,9.683230499,0.012266852,0.130340568,0.130334117,0.012266244,0.325225902,0.999950505,
Luke Voit NA,R,-0.0125,-0.0125,0.05,0.1375,-0.0875,0,9.677419355,0.011764706,0.129411765,0.125150469,0.011377315,0.314167781,0.967071802,
Kristian Campbell BOS,R,0.004483696,0.018370607,0.048233696,0.131929348,-0.037160326,0,9.683013311,0.011885582,0.12997135,0.126606364,0.011577862,0.316358714,0.974109789,
Masyn Winn SLN,R,0.011939089,0.029798422,0.048597721,0.138803681,0.049997809,0,9.682979732,0.011378517,0.129447301,0.127615469,0.011217497,0.319544165,0.985848823,
Ryan Mountcastle BAL,R,0.000326797,0.012048193,0.048366013,0.138398693,-0.098521242,0,9.683081179,0.011356052,0.129424466,0.128578819,0.011281853,0.321996271,0.993466098,
Carson Kelly CHN,R,-0.00902517,0.023233178,0.043907311,0.126008789,0.07224131,-0.023050849,9.682997386,0.011323068,0.129396192,0.131913573,0.011543357,0.330369631,1.019454835,
Davis Schneider TOR,R,0.001789925,-0.010909839,0.046766702,0.135441229,-0.023915684,0,9.683028273,0.011220753,0.129282962,0.128261846,0.011132128,0.321372495,0.992101698,
Brooks Baldwin CHA,B,0.006196624,-0.013008937,0.042899702,0.126613704,-0.005556107,0,9.68303512,0.011012954,0.129083547,0.127955907,0.010916748,0.32084746,0.991264262,
Nolan Arenado ARI,R,-0.005251821,0.005518126,0.045137789,0.135191638,0.015134621,0,9.683032021,0.010852281,0.128925103,0.126904394,0.010682188,0.318408948,0.984326488,
Nolan Schanuel LAA,L,-0.005840509,-0.004567578,0.048371396,0.146050168,-0.083320854,0,9.68316884,0.010763495,0.128828704,0.126341824,0.010555719,0.317123818,0.980696233,
Tyler Stephenson CIN,R,-0.005131186,-0.007539178,0.044071737,0.133643308,0.040352043,-0.041868644,9.683040417,0.01071705,0.128782277,0.12794155,0.010647086,0.321197354,0.993471717,
Ryan Waldschmidt ARI,R,0.00556461,0,0.043073341,0.131781141,-0.046065192,0,9.6828593,0.010627184,0.128703813,0.126197091,0.010420202,0.316914945,0.980523328,
Salvador Perez KCA,R,-0.021023761,0.020085636,0.045321209,0.139659724,0.004065708,-0.069362247,9.68300852,0.010545718,0.12861681,0.124259138,0.010188418,0.312154001,0.966118957,
Andres Chaparro WAS,R,0.000490394,0.001990632,0.044438827,0.138827098,-0.085141557,0,9.682864808,0.010404769,0.128479369,0.126820575,0.010270433,0.31875967,0.98708902,
Guillermo Heredia NA,R,-0.00125,0,0.05,0.1375,-0.0525,0,9.63963964,0.011764706,0.129411765,0.127077238,0.011552476,0.317100568,0.981960474,
Lane Thomas KCA,R,0.007155963,-0.023751274,0.044852192,0.141046551,-0.027397214,0,9.683050926,0.010334811,0.128410022,0.128279796,0.01032433,0.322512593,0.998985854,
Dansby Swanson CHN,R,0.011594482,0.016105229,0.041033045,0.131247995,0.050003208,0,9.682991737,0.010161189,0.128226425,0.128491208,0.010182172,0.323283192,1.002064962,
Luis Matos SFN,R,0.004467655,0.010242588,0.041307278,0.132345013,-0.042601078,0,9.683065578,0.010144518,0.128221406,0.124585877,0.009856885,0.313460925,0.971646472,
Jonathan India KCA,R,0.000253296,-0.024863139,0.043199167,0.138861901,-0.015256766,0,9.682950215,0.010111142,0.128180045,0.126639418,0.009989614,0.318677146,0.98798076,
Danny Jansen TEX,R,-0.002094303,-0.025854617,0.038506876,0.125540275,0.083335953,-0.056258823,9.68291375,0.009970401,0.128038256,0.125424455,0.009766863,0.315796904,0.979585778,
Elly De La Cruz CIN,B,0.023902556,0.010851218,0.044017196,0.143635061,0.048266062,0,9.682980433,0.009959885,0.128030189,0.129913563,0.010106399,0.327111174,1.014710391,
Jordan Walker SLN,R,0.004131387,-0.011714719,0.039386861,0.129751825,-0.052592701,0,9.682937268,0.009866395,0.127941326,0.133013732,0.010257562,0.33503331,1.039646338,
Marcus Semien NYN,R,0.005772085,0.023019142,0.042135504,0.140411779,0.015216663,0,9.683027706,0.009753765,0.127824193,0.124307859,0.009485447,0.313255836,0.972490853,
Matt Davidson NA,R,-0.01375,-0.025,0.0375,0.1375,0.0175,0,9.68503937,0.008823529,0.126470588,0.125002406,0.008721098,0.318348919,0.98839112,
Victor Reyes NA,B,0,-0.028571429,0.042857143,0.142857143,-0.052857143,0,9.733333333,0.01,0.126666667,0.127254728,0.010046426,0.323554187,1.004642587,
Ian Happ CHN,B,0.000737127,-0.018931507,0.040921409,0.144200542,-0.050710027,0,9.683090851,0.009223049,0.127296406,0.128180719,0.009287121,0.323689116,1.006946879,
Gunnar Henderson BAL,L,0.022077197,-0.01142712,0.041823261,0.148298629,0.050005079,0,9.683005495,0.009165556,0.127238169,0.123384058,0.008887926,0.311649109,0.969709472,
Cody Bellinger NYA,L,0.007150287,0.004160964,0.039802902,0.142978374,-0.03825349,0,9.682949897,0.009048061,0.127120901,0.127587803,0.009081294,0.322419882,1.003672899,
Franmil Reyes NA,R,0,0,0.0375,0.1375,-0.11875,0,9.782608696,0.009090909,0.127272727,0.126367758,0.009026268,0.318795976,0.992889526,
Edgar Quero CHA,B,-0.001730902,-0.020497427,0.034686855,0.126462491,-0.036125258,-0.117623928,9.683086845,0.008915279,0.126989653,0.121331003,0.008518014,0.306769833,0.955440075,
Tyler Nevin NA,R,-0.001773399,0.024630542,0.036945813,0.135960591,-0.083497537,0,9.681393784,0.008834834,0.126868214,0.127869137,0.008904536,0.323519418,1.007889472,
Luis Robert Jr. NYN,R,0.003026898,-0.001449776,0.035137896,0.132073544,0.015018727,0,9.68291556,0.008645984,0.126715609,0.127810641,0.0087207,0.323510716,1.008641656,
Otto Lopez MIA,R,0.005955056,-0.014767255,0.035286249,0.135018727,0.05,0,9.683014227,0.008493155,0.126560243,0.128183699,0.008602101,0.324660855,1.01282754,
Alex Call LAN,R,0.0018542,-0.020206022,0.03518225,0.135419968,-0.020007924,0,9.68320256,0.008445958,0.126518167,0.126310343,0.008432084,0.319964549,0.998357361,
Gary Sanchez MIL,R,-0.007485714,-0.031657754,0.034693878,0.133714286,0.035265306,-0.041645163,9.683048574,0.008434048,0.126510726,0.128224021,0.008548268,0.32481712,1.013542688,
Sean Murphy ATL,R,-0.004216478,0.00096401,0.033198708,0.131825525,0.00878433,0.021677419,9.682918077,0.008185395,0.126256239,0.123975185,0.008037511,0.314383568,0.981933135,
Adolis Garcia PHI,R,0.003492304,-0.012641938,0.0333838,0.135326773,-0.05,0,9.683095645,0.008018177,0.126084773,0.123684894,0.00786556,0.313866987,0.980966152,
