Full Name,Hand,WAR/GS,ERA,xWAR/GS,SIERA,ERA Change,bpWAR/GS,WAR/IP,Updated WAR/GS,Updated xWAR/GS,Updated WAR/IP,Updated ERA
Nicholas Garcia SEA,R,#DIV/0!,5.5364,-0.026916667,5.16,0.035499772,-0.009444444,-0.004722222,#DIV/0!,-0.026744075,-0.004691943,5.571899772
Joel DÃ­az NYN,R,-0.025798526,5.5367,-0.026093334,5.12,#N/A,-0.009155556,-0.004577778,-0.025798526,-0.026093334,-0.004577778,#N/A
Jared Kollar SDN,R,-0.02260274,5.5371,-0.022799999,5.14,#N/A,-0.008,-0.004,-0.02260274,-0.022799999,-0.004,#N/A
Kyle Ayers ARI,R,-0.019157088,5.5376,-0.020583333,5.26,#N/A,-0.007222222,-0.003611111,-0.019157088,-0.020583333,-0.003611111,#N/A
Jostin Florentino CHN,R,-0.023432923,5.5377,-0.02356,5.25,#N/A,-0.008266667,-0.004133333,-0.023432923,-0.02356,-0.004133333,#N/A
Dylan Spain FA,R,#DIV/0!,5.5379,-0.021279999,4.92,0.006700248,-0.007466666,-0.003733333,#DIV/0!,-0.021254253,-0.003728816,5.544600248
Brandon Decker NYA,R,-0.024783147,5.5388,-0.024953333,5.24,#N/A,-0.008755556,-0.004377778,-0.024783147,-0.024953333,-0.004377778,#N/A
Carlson Reed PIT,R,-0.027936146,5.5394,-0.028183334,5.45,0.029900175,-0.009888889,-0.004944445,-0.027785354,-0.028031208,-0.004917756,5.569300175
Clay Helvey FA,R,#DIV/0!,5.5405,-0.023369999,5.2,0.03410022,-0.0082,-0.0041,#DIV/0!,-0.023226164,-0.004074766,5.57460022
Penn Murfee FA,R,#DIV/0!,5.5406,-0.021849999,5.04,0.01280004,-0.007666666,-0.003833333,#DIV/0!,-0.021799521,-0.003824477,5.55340004
John Matthews FA,R,#DIV/0!,5.5426,-0.022166667,5.17,0.041599846,-0.007777778,-0.003888889,#DIV/0!,-0.022000295,-0.003859701,5.584199846
Zachary Fogell BOS,L,#DIV/0!,5.5428,-0.036416667,5.53,0.046899984,-0.012777778,-0.006388889,#DIV/0!,-0.03610853,-0.00633483,5.589699984
Aaron Combs PHI,R,-0.022877784,5.5449,-0.022673333,5.16,-0.625099957,-0.007955555,-0.003977778,-0.025456894,-0.025229393,-0.004426209,4.919800043
Drake George SFN,R,-0.020857474,5.5459,-0.020583333,5.23,#N/A,-0.007222222,-0.003611111,-0.020857474,-0.020583333,-0.003611111,#N/A
Raimon Gomez BAL,R,-0.027504912,5.5464,-0.02717,5.33,#N/A,-0.009533333,-0.004766667,-0.027504912,-0.02717,-0.004766667,#N/A
Ian Kennedy TEX,R,#DIV/0!,5.5468,-0.025776667,4.87,0.002599793,-0.009044444,-0.004522222,#DIV/0!,-0.025764585,-0.004520103,5.549399793
Kohl Simas FA,R,-0.023283582,5.5468,-0.023496665,5.15,#N/A,-0.008244444,-0.004122222,-0.023283582,-0.023496665,-0.004122222,#N/A
Nicolas Cruz LAN,R,-0.01946472,5.5469,-0.020646667,5.23,-0.084800209,-0.007244445,-0.003622222,-0.019762294,-0.020962311,-0.003677598,5.462099791
Brandon McPherson HOU,R,-0.025417574,5.5478,-0.025523333,5.21,-0.894700046,-0.008955556,-0.004477778,-0.029516696,-0.02963951,-0.005199914,4.653099954
Jerad Eickhoff FA,R,-0.021094641,5.5479,-0.0209,4.97,-9.80E-08,-0.007333333,-0.003666667,-0.021094641,-0.0209,-0.003666667,5.547899902
Ryan Shreve FA,R,-0.026666667,5.5485,-0.02508,5.3,#N/A,-0.0088,-0.0044,-0.026666667,-0.02508,-0.0044,#N/A
Sandy Gaston WAS,R,#DIV/0!,5.5492,-0.028246666,5.42,0.162800132,-0.009911111,-0.004955555,#DIV/0!,-0.027417977,-0.004810171,5.712000132
Jackson Hicks FA,R,#DIV/0!,5.5505,-0.023243333,5.25,0.034300124,-0.008155555,-0.004077778,#DIV/0!,-0.023099697,-0.004052578,5.584800124
Ethan Flanagan CHN,L,-0.033067275,5.5514,-0.033313333,5.53,#N/A,-0.011688889,-0.005844444,-0.033067275,-0.033313333,-0.005844444,#N/A
Peyton Battenfield FA,R,-0.022988506,5.5515,-0.023243333,5.05,#N/A,-0.008155555,-0.004077778,-0.022988506,-0.023243333,-0.004077778,#N/A
William Rudy MIL,R,-0.025876941,5.5515,-0.02565,5.2,#N/A,-0.009,-0.0045,-0.025876941,-0.02565,-0.0045,#N/A
Wilkin Paredes ARI,L,-0.031356899,5.5517,-0.031159999,5.52,-0.013700132,-0.010933333,-0.005466666,-0.031434279,-0.031236893,-0.005480157,5.537999868
Brayhans Barreto FA,L,-0.033783784,5.5521,-0.03344,5.63,#N/A,-0.011733333,-0.005866667,-0.033783784,-0.03344,-0.005866667,#N/A
Najer Victor LAA,R,#DIV/0!,5.5524,-0.024446667,5.21,-0.694499977,-0.008577778,-0.004288889,#DIV/0!,-0.027504482,-0.004825348,4.857900023
Christopher McElvain TOR,R,-0.031927024,5.553,-0.032046667,5.31,-0.362899807,-0.011244444,-0.005622222,-0.03401352,-0.034140981,-0.005989646,5.190100193
Marlin Willis FA,L,#DIV/0!,5.5538,-0.03344,5.36,0.041900085,-0.011733333,-0.005866667,#DIV/0!,-0.033187715,-0.005822406,5.595700085
Natanael Polanco MIA,R,-0.02293578,5.555,-0.024509999,5.33,#N/A,-0.0086,-0.0043,-0.02293578,-0.024509999,-0.0043,#N/A
Roman Phansalkar LAA,R,#DIV/0!,5.5553,-0.030273334,5.3,0.186799881,-0.010622222,-0.005311111,#DIV/0!,-0.029255377,-0.005132522,5.742099881
Aric McAtee CHA,R,#DIV/0!,5.5557,-0.024446667,5.24,-0.149899777,-0.008577778,-0.004288889,#DIV/0!,-0.025106269,-0.004404609,5.405800223
Nicholas Paciorek FA,R,#DIV/0!,5.5558,-0.022546666,5.23,0.045500001,-0.007911111,-0.003955555,#DIV/0!,-0.022362017,-0.003923161,5.601300001
Daniel Hammer FA,R,-0.023904382,5.5562,-0.025459999,5.3,0.040599791,-0.008933333,-0.004466667,-0.02372971,-0.02527396,-0.004434028,5.596799791
Carlos Marcano DET,R,-0.028985507,5.5573,-0.028816666,5.36,#N/A,-0.010111111,-0.005055555,-0.028985507,-0.028816666,-0.005055555,#N/A
Patrick Maybach FA,L,#DIV/0!,5.5573,-0.029766665,5.43,0.036700101,-0.010444444,-0.005222222,#DIV/0!,-0.029570088,-0.005187735,5.594000101
JosÃ© Cruz SFN,R,#DIV/0!,5.558,-0.025713335,5.23,0.060999898,-0.009022223,-0.004511111,#DIV/0!,-0.025431127,-0.004461601,5.618999898
Jordan Jones FA,R,-0.02739726,5.5583,-0.027043333,5.16,#N/A,-0.009488889,-0.004744444,-0.02739726,-0.027043333,-0.004744444,#N/A
Ashton Izzi ARI,R,-0.024515393,5.5588,-0.024636666,5.29,-0.462999839,-0.008644444,-0.004322222,-0.026557313,-0.026688687,-0.004682226,5.095800161
Derek TRUE HOU,R,-0.027989822,5.5589,-0.027866667,5.22,-0.426999988,-0.009777778,-0.004888889,-0.030139825,-0.03000721,-0.005264423,5.131900012
Jacob Gozzo FA,R,#DIV/0!,5.5599,-0.027360001,5.29,0.042600021,-0.0096,-0.0048,#DIV/0!,-0.027150368,-0.004763222,5.602500021
Jacob Widener KCA,L,#DIV/0!,5.5603,-0.034896667,5.42,0.484599821,-0.012244445,-0.006122222,#DIV/0!,-0.031855299,-0.005588649,6.044899821
John Brewer NYN,R,-0.022099448,5.5604,-0.019696666,5.19,0.033499786,-0.006911111,-0.003455555,-0.021966305,-0.019577999,-0.003434737,5.593899786
John Weatherly FA,R,-0.027310924,5.561,-0.027549999,5.32,#N/A,-0.009666666,-0.004833333,-0.027310924,-0.027549999,-0.004833333,#N/A
Ryan Cardona CIN,R,-0.033313852,5.5611,-0.033060001,5.32,#N/A,-0.0116,-0.0058,-0.033313852,-0.033060001,-0.0058,#N/A
Xavier Martinez CLE,R,#DIV/0!,5.5621,-0.026029999,5.31,-0.032100088,-0.009133333,-0.004566667,#DIV/0!,-0.026180224,-0.004593022,5.529999912
Zachary Leigh CHN,R,#DIV/0!,5.5627,-0.031159999,5.31,-0.104000178,-0.010933333,-0.005466666,#DIV/0!,-0.031742566,-0.005568871,5.458699822
Tommy Romero FA,R,-0.027138158,5.563,-0.027296666,5.13,#N/A,-0.009577778,-0.004788889,-0.027138158,-0.027296666,-0.004788889,#N/A
Brandon Barriera TOR,L,-0.035917902,5.5649,-0.0361,5.62,0.185399931,-0.012666667,-0.006333333,-0.034721263,-0.034897294,-0.006122332,5.750299931
Anthony Rossi NYA,R,#DIV/0!,5.5652,-0.028500001,5.25,-0.143300085,-0.01,-0.005,#DIV/0!,-0.029233857,-0.005128747,5.421899915
Joshua Mollerus TEX,R,#DIV/0!,5.5659,-0.028183334,5.12,0.015800027,-0.009888889,-0.004944445,#DIV/0!,-0.028103329,-0.004930409,5.581700027
Carlos Tavera BAL,R,-0.031941032,5.5661,-0.032996666,5.21,0.061099948,-0.011577778,-0.005788889,-0.03159041,-0.032634456,-0.005725343,5.627199948
Peyton Stumbo PIT,R,-0.026642984,5.5676,-0.026536667,5.26,#N/A,-0.009311111,-0.004655556,-0.026642984,-0.026536667,-0.004655556,#N/A
Michael Hobbs SEA,R,#DIV/0!,5.5683,-0.030083333,5.35,0.047000059,-0.010555555,-0.005277778,#DIV/0!,-0.02982941,-0.00523323,5.615300059
Daniel Harper PHI,R,#DIV/0!,5.5714,-0.021533335,5.09,0.026799904,-0.007555556,-0.003777778,#DIV/0!,-0.021429754,-0.003759606,5.598199904
Joseph Menefee CIN,L,#DIV/0!,5.5717,-0.038823332,5.66,-0.235200011,-0.013622222,-0.006811111,#DIV/0!,-0.040462194,-0.007098631,5.336499989
Jorge Benitez FA,L,#DIV/0!,5.5722,-0.0418,5.62,0.046500027,-0.014666667,-0.007333333,#DIV/0!,-0.041451179,-0.007272137,5.618700027
Jonathan Todd TOR,R,#DIV/0!,5.5725,-0.026790001,5.21,0.201900115,-0.0094,-0.0047,#DIV/0!,-0.025819358,-0.004529712,5.774400115
Yoel Tejeda WAS,R,-0.024515393,5.5739,-0.024573334,5.23,0.039999946,-0.008622222,-0.004311111,-0.024339464,-0.024396988,-0.004280173,5.613899946
Kelvin Ramirez LAN,R,#DIV/0!,5.5743,-0.02983,5.42,0.126899949,-0.010466667,-0.005233333,#DIV/0!,-0.029150915,-0.005114196,5.701199949
Darren Bowen MIN,R,-0.030479896,5.575,-0.0304,5.15,0.01540004,-0.010666667,-0.005333333,-0.0303957,-0.030316025,-0.005318601,5.59040004
Case Williams COL,R,-0.023945268,5.5752,-0.023813333,5.02,0.012599907,-0.008355555,-0.004177778,-0.023891152,-0.023759515,-0.004168336,5.587799907
Ruben Galindo SDN,R,-0.02734375,5.5754,-0.025713335,5.39,#N/A,-0.009022223,-0.004511111,-0.02734375,-0.025713335,-0.004511111,#N/A
Jacob Kroeger ATL,L,-0.033195021,5.5756,-0.033123333,5.39,#N/A,-0.011622222,-0.005811111,-0.033195021,-0.033123333,-0.005811111,#N/A
Nicholas Wissman FA,R,#DIV/0!,5.5757,-0.027486667,5.39,0.02929984,-0.009644445,-0.004822222,#DIV/0!,-0.027342227,-0.004796882,5.60499984
Kendry Chourio KCA,R,-0.025462963,5.5762,-0.025459999,5.26,-0.194299868,-0.008933333,-0.004466667,-0.026350207,-0.02634714,-0.004622305,5.381900132
Chung-Hsiang Huang ARI,R,-0.02423543,5.5764,-0.024193332,5.23,#N/A,-0.008488888,-0.004244444,-0.02423543,-0.024193332,-0.004244444,#N/A
Cameron Brown FA,R,#DIV/0!,5.5766,-0.029639999,5.43,0.043599919,-0.0104,-0.0052,#DIV/0!,-0.029408263,-0.005159344,5.620199919
Jacob Bresnahan SFN,L,-0.033067275,5.5771,-0.033313333,5.41,-0.146900258,-0.011688889,-0.005844444,-0.033938264,-0.034190803,-0.005998387,5.430199742
Maddux Bruns LAN,L,-0.041619156,5.5774,-0.041610001,5.58,-0.176199765,-0.0146,-0.0073,-0.042933978,-0.042924534,-0.00753062,5.401200235
Yunior Marte SFN,R,-0.028621495,5.5777,-0.028816666,5.31,#N/A,-0.010111111,-0.005055555,-0.028621495,-0.028816666,-0.005055555,#N/A
Aidan Deakins TEX,L,-0.033909149,5.5781,-0.033693333,5.51,0.114100065,-0.011822222,-0.005911111,-0.033215537,-0.033004135,-0.005790199,5.692200065
Christian Little SEA,R,-0.025655644,5.5782,-0.025840001,5.24,-0.04480012,-0.009066667,-0.004533333,-0.025861692,-0.026047529,-0.004569742,5.53339988
Kolton Curtis TEX,R,-0.033116499,5.5791,-0.033123333,5.43,#N/A,-0.011622222,-0.005811111,-0.033116499,-0.033123333,-0.005811111,#N/A
Jaime Melendez HOU,R,-0.026484018,5.5792,-0.026853333,5.29,#N/A,-0.009422222,-0.004711111,-0.026484018,-0.026853333,-0.004711111,#N/A
Carlos Castillo PIT,R,-0.026690391,5.5807,-0.026663334,5.38,0.095399837,-0.009355556,-0.004677778,-0.02623413,-0.026207535,-0.004597813,5.676099837
Jonathan Cuevas TBA,R,-0.032432432,5.581,-0.032426666,5.38,#N/A,-0.011377778,-0.005688889,-0.032432432,-0.032426666,-0.005688889,#N/A
Alberto Pacheco COL,L,-0.037423313,5.5816,-0.03762,5.55,#N/A,-0.0132,-0.0066,-0.037423313,-0.03762,-0.0066,#N/A
Jeff Lindgren MIA,R,#DIV/0!,5.5825,-0.028056667,5.21,0.017399888,-0.009844445,-0.004922222,#DIV/0!,-0.027969219,-0.00490688,5.599899888
Humberto Mejia FA,R,-0.018814139,5.5827,-0.018556667,5.01,-0.068999872,-0.006511111,-0.003255556,-0.019046674,-0.01878602,-0.003295793,5.513700128
Carlos Garcia FA,R,-0.030054645,5.5835,-0.030146667,5.03,#N/A,-0.010577778,-0.005288889,-0.030054645,-0.030146667,-0.005288889,#N/A
Felix Ramires FA,L,#DIV/0!,5.5842,-0.040280003,5.67,0.043200041,-0.014133334,-0.007066667,#DIV/0!,-0.039968392,-0.007011999,5.627400041
Nolan DeVos HOU,R,-0.027936146,5.5844,-0.027866667,5.27,#N/A,-0.009777778,-0.004888889,-0.027936146,-0.027866667,-0.004888889,#N/A
Payton Martin LAN,R,-0.02677532,5.5869,-0.027043333,5.27,-0.272400026,-0.009488889,-0.004744444,-0.028080802,-0.028361883,-0.004975769,5.314499974
Ralph Garza TBA,R,#DIV/0!,5.5877,-0.023496665,5.12,0.01450015,-0.008244444,-0.004122222,#DIV/0!,-0.023435691,-0.004111525,5.60220015
Luis Guerrero TBA,R,#DIV/0!,5.5879,-0.033249999,5.27,0.023300035,-0.011666666,-0.005833333,#DIV/0!,-0.033111355,-0.00580901,5.611200035
Jackson Kirkpatrick CHN,R,#DIV/0!,5.5898,-0.026916667,5.36,0.117999792,-0.009444444,-0.004722222,#DIV/0!,-0.02634846,-0.004622537,5.707799792
Jonathan Crawford FA,R,#DIV/0!,5.5899,-0.030146667,5.23,0.016999917,-0.010577778,-0.005288889,#DIV/0!,-0.030054986,-0.005272805,5.606899917
Christian Young LAA,R,-0.026421137,5.5908,-0.026283332,5.11,#N/A,-0.009222222,-0.004611111,-0.026421137,-0.026283332,-0.004611111,#N/A
Jacob Kisting TBA,R,-0.025396825,5.5913,-0.025459999,5.19,#N/A,-0.008933333,-0.004466667,-0.025396825,-0.025459999,-0.004466667,#N/A
Christopher Jefferson FA,R,-0.026315789,5.5921,-0.024763333,5.17,#N/A,-0.008688889,-0.004344444,-0.026315789,-0.024763333,-0.004344444,#N/A
Steven Fulgencio FA,R,-0.029880478,5.5945,-0.029450001,5.51,#N/A,-0.010333334,-0.005166667,-0.029880478,-0.029450001,-0.005166667,#N/A
John Flowers FA,R,-0.030732861,5.5948,-0.03135,5.48,#N/A,-0.011,-0.0055,-0.030732861,-0.03135,-0.0055,#N/A
Luke Stofel DET,R,-0.033738192,5.5973,-0.03401,5.5,-0.395599789,-0.011933333,-0.005966667,-0.036122702,-0.036413721,-0.006388372,5.201700211
Tyler Davis FA,L,-0.033707865,5.5982,-0.033883333,5.51,#N/A,-0.011888889,-0.005944444,-0.033707865,-0.033883333,-0.005944444,#N/A
Titan Kennedy-Hayes PHI,R,#DIV/0!,5.5985,-0.026853333,5.4,0.125199927,-0.009422222,-0.004711111,#DIV/0!,-0.026252808,-0.004605756,5.723699927
Ryan Sublette LAN,R,-0.034313725,5.5992,-0.032363334,5.44,#N/A,-0.011355556,-0.005677778,-0.034313725,-0.032363334,-0.005677778,#N/A
Holden Powell WAS,R,#DIV/0!,5.6,-0.034263333,5.46,#N/A,-0.012022222,-0.006011111,#DIV/0!,-0.034263333,-0.006011111,#N/A
Dominic Niman TBA,L,-0.034836066,5.6,-0.035466668,5.58,0.011100256,-0.012444445,-0.006222222,-0.034767014,-0.035396366,-0.006209889,5.611100256
Christopher Troye FA,R,#DIV/0!,5.6006,-0.028119999,5.28,0.042599861,-0.009866666,-0.004933333,#DIV/0!,-0.02790611,-0.004895809,5.643199861
Elias Saul ARI,R,-0.034246575,5.601,-0.03192,5.55,#N/A,-0.0112,-0.0056,-0.034246575,-0.03192,-0.0056,#N/A
Lowell Burns CLE,R,#DIV/0!,5.6026,-0.031540001,5.25,0.010099926,-0.011066667,-0.005533333,#DIV/0!,-0.031483143,-0.005523358,5.612699926
Isaiah Johnson OAK,R,#DIV/0!,5.6033,-0.03192,5.47,-0.337199951,-0.0112,-0.0056,#DIV/0!,-0.033840908,-0.005937001,5.266100049
Ethan Bosacker KCA,R,-0.035904255,5.6039,-0.035656666,5.22,#N/A,-0.012511111,-0.006255555,-0.035904255,-0.035656666,-0.006255555,#N/A
Connor Oliver PIT,L,-0.036973345,5.6039,-0.037366667,5.58,#N/A,-0.013111111,-0.006555556,-0.036973345,-0.037366667,-0.006555556,#N/A
Gabriel Cotto FA,L,-0.035735557,5.6041,-0.03553,5.58,#N/A,-0.012466667,-0.006233333,-0.035735557,-0.03553,-0.006233333,#N/A
Jake Lyons FA,R,-0.023931624,5.6046,-0.024320001,5.18,#N/A,-0.008533334,-0.004266667,-0.023931624,-0.024320001,-0.004266667,#N/A
Lucas Sims CHA,R,#DIV/0!,5.6063,-0.033946665,5.16,-0.006200019,-0.011911111,-0.005955555,#DIV/0!,-0.033984207,-0.005962142,5.600099981
JosÃ© Geraldo FA,R,#DIV/0!,5.6066,-0.028563333,5.2,0.025199936,-0.010022222,-0.005011111,#DIV/0!,-0.02843495,-0.004988588,5.631799936
Cale Lansville SFN,R,-0.026936027,5.6066,-0.026790001,5.37,#N/A,-0.0094,-0.0047,-0.026936027,-0.026790001,-0.0047,#N/A
Florencio Serrano FA,R,-0.030013643,5.6068,-0.030463332,5.29,#N/A,-0.010688888,-0.005344444,-0.030013643,-0.030463332,-0.005344444,#N/A
Dylan Jordan LAA,R,-0.028506271,5.6071,-0.028689999,5.38,-0.123700251,-0.010066666,-0.005033333,-0.029135158,-0.02932294,-0.005144375,5.483399749
Jakob Wright LAN,L,-0.033067275,5.6077,-0.032869999,5.54,#N/A,-0.011533333,-0.005766667,-0.033067275,-0.032869999,-0.005766667,#N/A
James Rice ARI,L,#DIV/0!,5.608,-0.041166665,5.53,0.043000261,-0.014444444,-0.007222222,#DIV/0!,-0.040851013,-0.007166844,5.651000261
Kevin Vaupel FA,L,-0.034883721,5.6087,-0.036479999,5.6,#N/A,-0.0128,-0.0064,-0.034883721,-0.036479999,-0.0064,#N/A
Arij Fransen FA,R,#DIV/0!,5.6093,-0.032426666,5.47,0.042000132,-0.011377778,-0.005688889,#DIV/0!,-0.032183868,-0.005646293,5.651300132
Jacob Steinmetz ARI,R,-0.029076397,5.6093,-0.029006667,5.35,0.041199761,-0.010177778,-0.005088889,-0.028862834,-0.028793616,-0.005051511,5.650499761
JosÃ© Davila SLN,R,-0.035403366,5.611,-0.035339999,5.42,#N/A,-0.0124,-0.0062,-0.035403366,-0.035339999,-0.0062,#N/A
Jackson Noble FA,R,#DIV/0!,5.611,-0.027549999,5.14,0.02670026,-0.009666666,-0.004833333,#DIV/0!,-0.027418901,-0.004810334,5.63770026
Noah Beal TBA,R,#DIV/0!,5.6118,-0.028373332,5.22,0.031800047,-0.009955555,-0.004977778,#DIV/0!,-0.028212551,-0.00494957,5.643600047
Zachary Barnes FA,R,#DIV/0!,5.6127,-0.028563333,5.34,0.046199903,-0.010022222,-0.005011111,#DIV/0!,-0.02832822,-0.004969863,5.658899903
Reese Dutton PHI,R,-0.026229508,5.6129,-0.026410001,5.34,#N/A,-0.009266667,-0.004633334,-0.026229508,-0.026410001,-0.004633334,#N/A
Zachary Jacobs CLE,R,-0.035849057,5.613,-0.035339999,5.22,#N/A,-0.0124,-0.0062,-0.035849057,-0.035339999,-0.0062,#N/A
Jordany Ventura FA,R,#DIV/0!,5.6132,-0.034896667,5.4,0.049399742,-0.012244445,-0.006122222,#DIV/0!,-0.034589554,-0.006068343,5.662599742
Andrew Taylor HOU,R,-0.031288344,5.6132,-0.031033333,5.23,#N/A,-0.010888889,-0.005444444,-0.031288344,-0.031033333,-0.005444444,#N/A
Glenn Albanese LAA,R,-0.025641026,5.6141,-0.027803335,5.24,#N/A,-0.009755556,-0.004877778,-0.025641026,-0.027803335,-0.004877778,#N/A
Yeferson Vargas LAA,R,-0.035347777,5.6144,-0.035150001,5.5,0.125799804,-0.012333334,-0.006166667,-0.034555752,-0.034362407,-0.006028493,5.740199804
Brayan Perez FA,L,#DIV/0!,5.6148,-0.038569999,5.66,0.041600084,-0.013533333,-0.006766667,#DIV/0!,-0.038284234,-0.006716532,5.656400084
Kevin Warunek PHI,L,#DIV/0!,5.615,-0.033313333,5.41,0.032499979,-0.011688889,-0.005844444,#DIV/0!,-0.033120514,-0.005810616,5.647499979
Thomas Molsky KCA,R,#DIV/0!,5.6158,-0.02983,5.32,-0.340499974,-0.010466667,-0.005233333,#DIV/0!,-0.031638667,-0.005550643,5.275300026
Austin Troesser NYN,R,#DIV/0!,5.616,-0.02622,5.24,0.03419989,-0.0092,-0.0046,#DIV/0!,-0.026060327,-0.004571987,5.65019989
Luis Ramirez TEX,R,-0.029646522,5.6161,-0.029196668,5.38,#N/A,-0.010244445,-0.005122222,-0.029646522,-0.029196668,-0.005122222,#N/A
Derek Casey FA,R,-0.025,5.6163,-0.024826667,5.15,#N/A,-0.008711111,-0.004355556,-0.025,-0.024826667,-0.004355556,#N/A
Jesus Gamez TEX,R,#DIV/0!,5.6185,-0.031856665,5.36,0.274200016,-0.011177777,-0.005588889,#DIV/0!,-0.030301963,-0.005316134,5.892700016
Nicholas Lockhart FA,R,#DIV/0!,5.6188,-0.026410001,5.3,0.045399948,-0.009266667,-0.004633334,#DIV/0!,-0.026196608,-0.004595896,5.664199948
Pilljoon Jang FA,R,#DIV/0!,5.6192,-0.021216667,5.18,-0.007700094,-0.007444445,-0.003722222,#DIV/0!,-0.021245741,-0.003727323,5.611499906
Cleiverth Perez DET,L,-0.034722222,5.6197,-0.037999999,5.58,#N/A,-0.013333333,-0.006666667,-0.034722222,-0.037999999,-0.006666667,#N/A
Manuel Olivares COL,R,-0.026239067,5.62,-0.026346667,5.42,0.021100228,-0.009244444,-0.004622222,-0.026140553,-0.026247748,-0.004604868,5.641100228
Juan Salas SLN,R,-0.030890369,5.6216,-0.031096667,5.21,0.098299774,-0.010911111,-0.005455556,-0.030350218,-0.030552908,-0.005360159,5.719899774
Cade Denton COL,R,#DIV/0!,5.6231,-0.027613333,5.27,#N/A,-0.009688889,-0.004844444,#DIV/0!,-0.027613333,-0.004844444,#N/A
Jose Bello BOS,R,-0.030558483,5.6237,-0.0304,5.45,#N/A,-0.010666667,-0.005333333,-0.030558483,-0.0304,-0.005333333,#N/A
Yanquiel Sanchez FA,L,-0.037818821,5.6243,-0.037683334,5.61,#N/A,-0.013222222,-0.006611111,-0.037818821,-0.037683334,-0.006611111,#N/A
Conner Mayhue FA,L,-0.037527594,5.6252,-0.038253335,5.53,#N/A,-0.013422223,-0.006711111,-0.037527594,-0.038253335,-0.006711111,#N/A
Benjamin Harris FA,L,-0.043032787,5.6258,-0.044016666,5.56,#N/A,-0.015444444,-0.007722222,-0.043032787,-0.044016666,-0.007722222,#N/A
Juan Zapata FA,R,-0.027494908,5.6265,-0.027296666,5.18,#N/A,-0.009577778,-0.004788889,-0.027494908,-0.027296666,-0.004788889,#N/A
Magdiel Cotto PIT,L,#DIV/0!,5.6265,-0.039836666,5.74,0.050000022,-0.013977778,-0.006988889,#DIV/0!,-0.039482657,-0.006926782,5.676500022
Nicholas Brink MIA,R,-0.029936672,5.6268,-0.030083333,5.37,#N/A,-0.010555555,-0.005277778,-0.029936672,-0.030083333,-0.005277778,#N/A
Ivran Romero MIN,R,#DIV/0!,5.6277,-0.0304,5.37,-0.195799737,-0.010666667,-0.005333333,#DIV/0!,-0.031457681,-0.005518891,5.431900263
Wilker Reyes FA,L,#DIV/0!,5.6282,-0.043699999,5.7,0.045400018,-0.015333333,-0.007666666,#DIV/0!,-0.043347492,-0.007604823,5.673600018
Manuel Veloz FA,R,-0.030398323,5.6286,-0.030083333,5.32,#N/A,-0.010555555,-0.005277778,-0.030398323,-0.030083333,-0.005277778,#N/A
Kenya Huggins OAK,R,-0.03,5.6289,-0.029956667,5.35,#N/A,-0.010511111,-0.005255556,-0.03,-0.029956667,-0.005255556,#N/A
Luis Montas FA,R,#DIV/0!,5.6293,-0.025206666,5.26,0.031200109,-0.008844444,-0.004422222,#DIV/0!,-0.025066959,-0.004397712,5.660500109
Eriq Swan WAS,R,-0.031431898,5.6297,-0.031286668,5.42,-0.451899881,-0.010977778,-0.005488889,-0.033954958,-0.03379807,-0.005929486,5.177800119
Austin Strickland SFN,R,-0.03196347,5.6298,-0.030336666,5.49,0.101199827,-0.010644444,-0.005322222,-0.031388903,-0.029791342,-0.005226551,5.730999827
Sheldon Reed FA,R,#DIV/0!,5.6306,-0.028119999,5.11,0.031999742,-0.009866666,-0.004933333,#DIV/0!,-0.027960188,-0.004905296,5.662599742
Nicholas Trabacchi MIN,R,#DIV/0!,5.6323,-0.030463332,5.29,-0.011300247,-0.010688888,-0.005344444,#DIV/0!,-0.030524452,-0.005355167,5.620999753
Pedro Santos FA,R,-0.039215686,5.6335,-0.034833333,5.47,#N/A,-0.012222222,-0.006111111,-0.039215686,-0.034833333,-0.006111111,#N/A
Chipper Menard FA,L,-0.037234043,5.6336,-0.03762,5.6,#N/A,-0.0132,-0.0066,-0.037234043,-0.03762,-0.0066,#N/A
Jenrry Gonzalez FA,L,#DIV/0!,5.6353,-0.037810001,5.46,0.031099896,-0.013266667,-0.006633333,#DIV/0!,-0.037601336,-0.006596726,5.666399896
Christian Kirtner NYA,R,#DIV/0!,5.6354,-0.029006667,5.34,0.058200178,-0.010177778,-0.005088889,#DIV/0!,-0.028707097,-0.005036333,5.693600178
Nick Nastrini LAN,R,-0.030169705,5.6358,-0.030463332,5.18,#N/A,-0.010688888,-0.005344444,-0.030169705,-0.030463332,-0.005344444,#N/A
Aaron Haase FA,R,-0.026336792,5.6361,-0.026536667,5.22,#N/A,-0.009311111,-0.004655556,-0.026336792,-0.026536667,-0.004655556,#N/A
Alessandro Ercolani PIT,R,-0.034339846,5.6371,-0.034326667,5.14,-0.001700003,-0.012044445,-0.006022222,-0.034350202,-0.034337019,-0.006024038,5.635399997
Trevor Harrison TBA,R,-0.034777651,5.6396,-0.034896667,5.35,0.005900124,-0.012244445,-0.006122222,-0.034741267,-0.034860159,-0.006115817,5.645500124
Ricardo Estrada SFN,L,-0.037891269,5.6397,-0.03819,5.67,#N/A,-0.0134,-0.0067,-0.037891269,-0.03819,-0.0067,#N/A
