Full Name,Hand,WAR/GS,ERA,xWAR/GS,SIERA,ERA Change,bpWAR/GS,WAR/IP,Updated WAR/GS,Updated xWAR/GS,Updated WAR/IP,Updated ERA
Elvis Peguero FA,R,0.040935673,4.5867,0.040849998,4.53,#N/A,0.014333333,0.007166666,0.040935673,0.040849998,0.007166666,#N/A
Andrew Sears DET,L,#DIV/0!,4.5874,0.026093334,4.57,#N/A,0.009155556,0.004577778,#DIV/0!,0.026093334,0.004577778,#N/A
Matt Krook OAK,L,#DIV/0!,4.5879,0.023623335,4.81,-0.017299967,0.008288889,0.004144445,#DIV/0!,0.023712413,0.004160072,4.570600033
Yerry De Los Santos NYA,R,#DIV/0!,4.5888,0.034959999,4.59,-0.012600051,0.012266666,0.006133333,#DIV/0!,0.035055993,0.006150174,4.576199949
Tyler Stuart WAS,R,0.038664323,4.5891,0.038569999,4.41,#N/A,0.013533333,0.006766667,0.038664323,0.038569999,0.006766667,#N/A
Nick Martinez TBA,R,0.041989553,4.5898,0.042623333,4.3,-0.036099885,0.014955555,0.007477778,0.042319811,0.042958576,0.007536592,4.553700115
Michael Giacone FA,L,#DIV/0!,4.5901,0.03249,4.46,0.015800049,0.0114,0.0057,#DIV/0!,0.032378163,0.005680379,4.605900049
Bryce Mayer HOU,R,0.036855037,4.5903,0.036606666,4.23,#N/A,0.012844444,0.006422222,0.036855037,0.036606666,0.006422222,#N/A
Alejandro Rosario WAS,R,0.040415704,4.5905,0.040470001,4.38,#N/A,0.0142,0.0071,0.040415704,0.040470001,0.0071,#N/A
Matthew Turner NYN,L,0.029654036,4.5916,0.029196668,4.71,-0.020599782,0.010244445,0.005122222,0.029787076,0.029327656,0.005145203,4.571000218
Porter Hodge CHN,R,#DIV/0!,4.5924,0.035150001,4.44,0.032800152,0.012333334,0.006166667,#DIV/0!,0.03489895,0.006122623,4.625200152
Colton Gordon HOU,L,#DIV/0!,4.593,0.032806667,4.27,-0.034200078,0.011511111,0.005755556,#DIV/0!,0.03305095,0.005798412,4.558799922
Jhony Brito SDN,R,#DIV/0!,4.5932,0.043573335,4.36,0.006999819,0.015288889,0.007644445,#DIV/0!,0.043506931,0.007632795,4.600199819
Fraser Ellard CHA,L,0.023746702,4.5932,0.024889999,4.69,#N/A,0.008733333,0.004366666,0.023746702,0.024889999,0.004366666,#N/A
Daxton Fulton MIA,L,#DIV/0!,4.5942,0.028183334,4.69,-0.034799952,0.009888889,0.004944445,#DIV/0!,0.028396816,0.004981898,4.559400048
Tejay Antone CIN,R,#DIV/0!,4.5946,0.040976667,4.38,-0.107099899,0.014377778,0.007188889,#DIV/0!,0.041931831,0.007356462,4.487500101
Ryan Fernandez SLN,R,#DIV/0!,4.5948,0.040406667,4.39,-0.054800217,0.014177778,0.007088889,#DIV/0!,0.04088858,0.007173435,4.539999783
Janson Junk MIA,R,0.042506173,4.5948,0.043066669,4.31,-0.105700182,0.015111112,0.007555556,0.043483998,0.044057388,0.007729366,4.489099818
Matthew Osterberg FA,L,0.033067275,4.5954,0.033313333,4.56,0.000300145,0.011688889,0.005844444,0.033065115,0.033311157,0.005844063,4.595700145
Tyler Jay MIL,L,#DIV/0!,4.5967,0.030209999,4.63,0.001900149,0.0106,0.0053,#DIV/0!,0.030197511,0.005297809,4.598600149
Jesse Scholtens TBA,R,#DIV/0!,4.5985,0.037683334,4.3,-0.001100235,0.013222222,0.006611111,#DIV/0!,0.03769235,0.006612693,4.597399765
Brian Gonzalez SDN,L,0.034223135,4.5985,0.034389999,4.4,#N/A,0.012066666,0.006033333,0.034223135,0.034389999,0.006033333,#N/A
Cam Alldred PIT,L,#DIV/0!,4.5986,0.033313333,4.54,-0.004700154,0.011688889,0.005844444,#DIV/0!,0.033347382,0.005850418,4.593899846
Zach Pop PHI,R,#DIV/0!,4.5988,0.041610001,4.42,0.02250022,0.0146,0.0073,#DIV/0!,0.041406419,0.007264284,4.62130022
Austin Krob FA,L,0.028019324,4.599,0.027676665,4.75,#N/A,0.009711111,0.004855555,0.028019324,0.027676665,0.004855555,#N/A
Emilio Pagan CIN,R,#DIV/0!,4.5991,0.03762,4.13,0.130899959,0.0132,0.0066,#DIV/0!,0.036549256,0.00641215,4.729999959
Joshua White MIA,R,#DIV/0!,4.5999,0.0361,4.38,0.122599967,0.012666667,0.006333333,#DIV/0!,0.035137836,0.006164533,4.722499967
Tyler Wells BAL,R,0.035123456,4.6,0.03553,4.13,-0.028800225,0.012466667,0.006233333,0.035343361,0.03575245,0.00627236,4.571199775
Henry Baez OAK,R,#DIV/0!,4.6003,0.0361,4.47,0.025400116,0.012666667,0.006333333,#DIV/0!,0.035900677,0.006298364,4.625700116
Carlos Lagrange NYA,R,0.033927545,4.6006,0.034073335,4.39,0.001400117,0.011955556,0.005977778,0.033917219,0.034062965,0.005975959,4.602000117
Seth Lonsway SFN,L,0.026795895,4.6017,0.026853333,4.74,0.072300263,0.009422222,0.004711111,0.026374888,0.026431423,0.004637092,4.674000263
John Michael Bertrand SFN,L,0.031177829,4.6018,0.030970001,4.7,#N/A,0.010866667,0.005433333,0.031177829,0.030970001,0.005433333,#N/A
Cam Vieaux FA,L,#DIV/0!,4.6019,0.030083333,4.51,0.005700033,0.010555555,0.005277778,#DIV/0!,0.030046071,0.00527124,4.607600033
Justin Hagenman NYN,R,#DIV/0!,4.6026,0.039139999,4.2,-0.014899812,0.013733333,0.006866667,#DIV/0!,0.039266706,0.006888896,4.587700188
Sem Robberse SLN,R,0.038198404,4.6027,0.03819,4.38,0.011600191,0.0134,0.0067,0.038102132,0.03809375,0.006683114,4.614300191
Shawn Armstrong CLE,R,#DIV/0!,4.603,0.040723334,4.22,0.027100012,0.014288889,0.007144445,#DIV/0!,0.040483577,0.007102382,4.630100012
Chris Paddack CIN,R,0.041358026,4.603,0.043193333,4.13,-0.024599741,0.015155556,0.007577778,0.041579055,0.043424171,0.007618276,4.578400259
Cam Booser TBA,L,#DIV/0!,4.6038,0.029576667,4.35,0.012399732,0.010377778,0.005188889,#DIV/0!,0.029497006,0.005174913,4.616199732
John Parke FA,L,0.033420708,4.6039,0.033693333,4.54,#N/A,0.011822222,0.005911111,0.033420708,0.033693333,0.005911111,#N/A
Declan Cronin TEX,R,#DIV/0!,4.6042,0.038633334,4.49,0.028700238,0.013555556,0.006777778,#DIV/0!,0.038392513,0.006735529,4.632900238
Blake Wehunt BOS,R,0.033467975,4.6042,0.033630001,4.42,0.021799987,0.0118,0.0059,0.03330951,0.033470769,0.005872065,4.625999987
Connor McCullough CHA,R,0.039338655,4.6047,0.039330001,4.31,-0.003199846,0.0138,0.0069,0.039365991,0.039357331,0.006904795,4.601500154
Jake Irvin WAS,R,0.042654323,4.6048,0.043636665,4.14,-0.140800166,0.01531111,0.007655555,0.043958556,0.044970935,0.007889638,4.463999834
Riley Martin CHN,L,#DIV/0!,4.6048,0.025903333,4.79,-0.015500142,0.009088889,0.004544444,#DIV/0!,0.025990525,0.004559741,4.589299858
Chase Dollander COL,R,0.038774251,4.6052,0.041356669,4.24,-0.177700082,0.014511112,0.007255556,0.040270427,0.042952491,0.007535525,4.427499918
Pierce Johnson CIN,R,#DIV/0!,4.6058,0.039393333,4.27,0.046500119,0.013822222,0.006911111,#DIV/0!,0.038995618,0.006841336,4.652300119
Jonathan Hernandez PHI,R,0.031578947,4.6067,0.035339999,4.59,#N/A,0.0124,0.0062,0.031578947,0.035339999,0.0062,#N/A
Ricardo SÃ¡nchez FA,L,0.036488027,4.6069,0.036606666,4.49,-0.022400224,0.012844444,0.006422222,0.036665444,0.036784659,0.006453449,4.584499776
Jeremy Beasley FA,R,#DIV/0!,4.6075,0.043193333,4.24,-0.180400027,0.015155556,0.007577778,#DIV/0!,0.044884506,0.007874475,4.427099973
Kyle Backhus PHI,L,#DIV/0!,4.608,0.031856665,4.51,-0.103699883,0.011177777,0.005588889,#DIV/0!,0.032573578,0.005714663,4.504300117
Jameson Taillon CHN,R,0.04651053,4.6082,0.045220001,4.15,-0.036700378,0.015866667,0.007933334,0.046880947,0.04558014,0.007996516,4.571499622
Cooper Hjerpe SLN,L,0.028506271,4.6084,0.028246666,4.53,0.028200077,0.009911111,0.004955555,0.028331834,0.028073817,0.004925231,4.636600077
Jake Miller DET,L,0.029646522,4.6086,0.029513333,4.5,0.003100058,0.010355555,0.005177778,0.02962658,0.02949348,0.005174295,4.611700058
Charlie Barnes CHN,L,0.038986355,4.6087,0.039266666,4.47,0.003499862,0.013777778,0.006888889,0.038956748,0.039236847,0.006883657,4.612199862
Chase Lee TOR,R,#DIV/0!,4.6088,0.038569999,4.3,0.174499744,0.013533333,0.006766667,#DIV/0!,0.037109651,0.006510465,4.783299744
Connor Wietgrefe PIT,L,0.031356899,4.6091,0.031159999,4.51,0.112300261,0.010933333,0.005466666,0.030592891,0.030400788,0.005333472,4.721400261
Dalton Rogers BOS,L,0.022595223,4.6094,0.022799999,4.76,0.170800183,0.008,0.004,0.021757962,0.02195515,0.003851781,4.780200183
Edgardo Henriquez LAN,R,#DIV/0!,4.6096,0.035086666,4.43,-0.018900029,0.012311111,0.006155555,#DIV/0!,0.035230526,0.006180794,4.590699971
Tyler Rogers TOR,R,#DIV/0!,4.6102,0.040406667,4.45,-0.040000153,0.014177778,0.007088889,#DIV/0!,0.040757253,0.007150395,4.570199847
Thomas Pannone MIL,L,#DIV/0!,4.6112,0.03401,4.49,-0.004000152,0.011933333,0.005966667,#DIV/0!,0.034039503,0.005971843,4.607199848
Peyton Gray TEX,R,#DIV/0!,4.6113,0.038886667,4.32,0.059299759,0.013644444,0.006822222,#DIV/0!,0.038386597,0.006734491,4.670599759
Mitch Spence KCA,R,#DIV/0!,4.6116,0.041356669,4.29,0.089500146,0.014511112,0.007255556,#DIV/0!,0.040554034,0.007114743,4.701100146
Julian Merryweather MIN,R,#DIV/0!,4.6128,0.036353333,4.35,0.014999749,0.012755555,0.006377778,#DIV/0!,0.03623512,0.006357039,4.627799749
Clayton Andrews NYA,L,#DIV/0!,4.6132,0.027676665,4.59,0.022700021,0.009711111,0.004855555,#DIV/0!,0.027540478,0.004831663,4.635900021
Luke Weaver NYN,R,#DIV/0!,4.6134,0.038443333,4.15,-0.029200095,0.013488889,0.006744444,#DIV/0!,0.038686656,0.006787133,4.584199905
Colin Holderman CLE,R,#DIV/0!,4.6134,0.036860001,4.43,-0.027000147,0.012933334,0.006466667,#DIV/0!,0.037075726,0.006504513,4.586399853
Robert Colina FA,R,0.040767386,4.6138,0.040849998,4.28,#N/A,0.014333333,0.007166666,0.040767386,0.040849998,0.007166666,#N/A
Jandel Gustave FA,R,#DIV/0!,4.6149,0.041736665,4.3,0.00640022,0.014644444,0.007322222,#DIV/0!,0.041678782,0.007312067,4.62130022
Steven Okert HOU,L,#DIV/0!,4.6152,0.029639999,4.24,0.109600229,0.0104,0.0052,#DIV/0!,0.028936119,0.005076512,4.724800229
Sean Doolittle FA,L,#DIV/0!,4.6154,0.033946665,4.21,-0.018100186,0.011911111,0.005955555,#DIV/0!,0.034079794,0.005978911,4.597299814
Richard Bleier FA,L,#DIV/0!,4.6154,0.033376668,4.61,0.01080008,0.011711112,0.005855556,#DIV/0!,0.033298566,0.005841854,4.62620008
Tyler Uberstine BOS,R,0.035740741,4.6156,0.035720001,4.2,0.117700128,0.012533334,0.006266667,0.034829334,0.034809123,0.006106864,4.733300128
Dane Dunning SEA,R,0.035185185,4.6179,0.036036665,4.36,0.138000062,0.012644444,0.006322222,0.034133721,0.034959756,0.00613329,4.755900062
Francisco Perez OAK,L,0.028571429,4.6185,0.028689999,4.59,#N/A,0.010066666,0.005033333,0.028571429,0.028689999,0.005033333,#N/A
Luis Perales WAS,R,#DIV/0!,4.6189,0.03553,4.37,0.265600027,0.012466667,0.006233333,#DIV/0!,0.033486923,0.005874899,4.884500027
Blake Money BAL,R,0.03364486,4.6196,0.033946665,4.35,#N/A,0.011911111,0.005955555,0.03364486,0.033946665,0.005955555,#N/A
Ken Giles SEA,R,#DIV/0!,4.6202,0.038126665,4.35,0.023499884,0.013377777,0.006688889,#DIV/0!,0.03793274,0.006654867,4.643699884
Alex Wood FA,L,0.0336374,4.6202,0.033883333,4.43,0.009100177,0.011888889,0.005944444,0.033571146,0.033816595,0.005932736,4.629300177
Matthew Jachec CLE,R,#DIV/0!,4.6204,0.037556668,4.45,#N/A,0.013177778,0.006588889,#DIV/0!,0.037556668,0.006588889,#N/A
Tate Kuehner MIL,L,#DIV/0!,4.6218,0.026093334,4.72,#N/A,0.009155556,0.004577778,#DIV/0!,0.026093334,0.004577778,#N/A
Dauri Moreta FA,R,#DIV/0!,4.6223,0.037049999,4.21,-0.021400125,0.013,0.0065,#DIV/0!,0.037221532,0.006530093,4.600899875
Martin Perez ATL,L,0.033296295,4.6227,0.034389999,4.58,-0.01609976,0.012066666,0.006033333,0.033412258,0.034509772,0.006054346,4.60660024
Kade Morris OAK,R,0.032497149,4.6233,0.03249,4.48,0.1091,0.0114,0.0057,0.031730286,0.031723305,0.005565492,4.7324
Anderson Espinoza FA,R,#DIV/0!,4.6236,0.040343332,4.43,-0.146499896,0.014155555,0.007077778,#DIV/0!,0.04162162,0.007302039,4.477100104
Ross Detwiler CIN,L,#DIV/0!,4.6242,0.03553,4.28,-0.007199897,0.012466667,0.006233333,#DIV/0!,0.03558532,0.006243039,4.617000103
Yu-Min Lin ARI,L,0.028506271,4.6243,0.028500001,4.67,0.074200097,0.01,0.005,0.028048869,0.028042699,0.004919772,4.698500097
Didier Fuentes ATL,R,0.039338655,4.6245,0.039076667,4.15,-0.149400013,0.013711111,0.006855556,0.040609537,0.040339086,0.007077033,4.475099987
Jackson Ferris LAN,L,0.023754345,4.6245,0.023876667,4.74,0.08669982,0.008377778,0.004188889,0.023309,0.023429029,0.004110356,4.71119982
Shane Murphy CHA,L,#DIV/0!,4.6247,0.026663334,4.57,0.037599931,0.009355556,0.004677778,#DIV/0!,0.026446555,0.004639746,4.662299931
Carl Edwards Jr. NYN,R,#DIV/0!,4.6249,0.036416667,4.51,-0.011099772,0.012777778,0.006388889,#DIV/0!,0.036504067,0.006404222,4.613800228
Jordan Romano LAA,R,#DIV/0!,4.6254,0.040216668,4.18,0.018599755,0.014111112,0.007055556,#DIV/0!,0.040054948,0.007027184,4.643999755
Nestor German BAL,R,0.034482759,4.6269,0.03458,4.35,-0.033400017,0.012133333,0.006066667,0.034731678,0.034829621,0.00611046,4.593499983
Daniel Castano FA,L,#DIV/0!,4.6275,0.034326667,4.5,-0.016599777,0.012044445,0.006022222,#DIV/0!,0.034449804,0.006043825,4.610900223
Taylor Hearn FA,L,#DIV/0!,4.6279,0.033060001,4.48,-0.052299793,0.0116,0.0058,#DIV/0!,0.033433611,0.005865546,4.575600207
Peter Hansen SLN,L,0.02654321,4.6301,0.026536667,4.65,-0.060999884,0.009311111,0.004655556,0.026892908,0.026886278,0.004716891,4.569100116
Alex Young CIN,L,#DIV/0!,4.6305,0.03249,4.55,0.011799771,0.0114,0.0057,#DIV/0!,0.032407207,0.005685475,4.642299771
Angel Bastardo TOR,R,#DIV/0!,4.632,0.034389999,4.42,0.044200211,0.012066666,0.006033333,#DIV/0!,0.034061838,0.005975761,4.676200211
Coleman Huntley FA,R,#DIV/0!,4.6334,0.040723334,4.32,0.00950005,0.014288889,0.007144445,#DIV/0!,0.040639837,0.007129796,4.64290005
Raymond Burgos FA,L,#DIV/0!,4.6344,0.029133333,4.64,0.009400199,0.010222222,0.005111111,#DIV/0!,0.029074241,0.005100744,4.643800199
Colten Schmidt FA,L,0.031372549,4.6345,0.031096667,4.51,#N/A,0.010911111,0.005455556,0.031372549,0.031096667,0.005455556,#N/A
Drew Steckenrider OAK,R,#DIV/0!,4.635,0.036163335,4.28,-0.005600045,0.012688889,0.006344445,#DIV/0!,0.036207027,0.00635211,4.629399955
Jake Jewell CHN,R,#DIV/0!,4.6351,0.040406667,4.27,0.002700097,0.014177778,0.007088889,#DIV/0!,0.040383128,0.007084759,4.637800097
Huascar Brazoban NYN,R,#DIV/0!,4.6356,0.036860001,4.49,-0.100799947,0.012933334,0.006466667,#DIV/0!,0.037661513,0.006607283,4.534800053
Wade Miley FA,L,0.028415637,4.6358,0.029069999,4.65,#N/A,0.0102,0.0051,0.028415637,0.029069999,0.0051,#N/A
Tyler Sikkema BOS,L,0.022040302,4.6363,0.022230001,4.68,0.088300136,0.0078,0.0039,0.021620536,0.021806622,0.003825723,4.724600136
McKinley Moore FA,R,#DIV/0!,4.6367,0.030970001,4.59,0.042799865,0.010866667,0.005433333,#DIV/0!,0.030684127,0.00538318,4.679499865
Liam Hendriks MIN,R,#DIV/0!,4.6369,0.037746666,4.15,-0.005199782,0.013244444,0.006622222,#DIV/0!,0.037788995,0.006629648,4.631700218
Brian Metoyer NYN,R,#DIV/0!,4.6381,0.038253335,4.37,-0.007599803,0.013422223,0.006711111,#DIV/0!,0.038316015,0.006722108,4.630500197
Alex Claudio MIL,L,#DIV/0!,4.6385,0.031476666,4.66,0.014399861,0.011044444,0.005522222,#DIV/0!,0.031378949,0.005505079,4.652899861
Kyle Nicolas CIN,R,#DIV/0!,4.6395,0.033566666,4.47,0.211300216,0.011777778,0.005888889,#DIV/0!,0.032037914,0.005620687,4.850800216
Riley Pint SDN,R,#DIV/0!,4.6397,0.031413334,4.61,0.047999914,0.011022222,0.005511111,#DIV/0!,0.031088348,0.005454096,4.687699914
Nicholas Kennedy FA,L,#DIV/0!,4.6398,0.027233334,4.73,0.031300259,0.009555556,0.004777778,#DIV/0!,0.027049617,0.004745547,4.671100259
Jakob Junis TEX,R,#DIV/0!,4.6406,0.040596665,4.23,0.096600081,0.014244444,0.007122222,#DIV/0!,0.039751593,0.006973964,4.737200081
Drew Carlton FA,R,#DIV/0!,4.6408,0.040470001,4.27,-0.002400161,0.0142,0.0071,#DIV/0!,0.040490931,0.007103672,4.638399839
Jesse Hahn TOR,R,#DIV/0!,4.6413,0.030526667,4.64,0.060199879,0.010711111,0.005355556,#DIV/0!,0.030130721,0.005286091,4.701499879
Matt Carasiti FA,R,#DIV/0!,4.6418,0.035023334,4.51,0.03080015,0.012288889,0.006144445,#DIV/0!,0.034790941,0.006103674,4.67260015
Benjamin Thompson FA,R,0.038768529,4.6432,0.038823332,4.35,-0.020599981,0.013622222,0.006811111,0.038940529,0.038995575,0.006841329,4.622600019
Sean Burke CHA,R,0.033672839,4.6433,0.035023334,4.25,-0.115300032,0.012288889,0.006144445,0.034508986,0.035893015,0.00629702,4.527999968
JT Chargois FA,R,#DIV/0!,4.644,0.039330001,4.34,0.012900108,0.0138,0.0069,#DIV/0!,0.03922075,0.006880833,4.656900108
Anthony Castro FA,R,#DIV/0!,4.6448,0.036290001,4.34,0.007300027,0.012733334,0.006366667,#DIV/0!,0.036232965,0.006356661,4.652100027
Seth Halvorsen COL,R,#DIV/0!,4.6448,0.033630001,4.52,-0.015199952,0.0118,0.0059,#DIV/0!,0.033740054,0.005919308,4.629600048
William Dion CLE,L,0.026200873,4.645,0.02622,4.58,-0.041999955,0.0092,0.0046,0.026437781,0.02645708,0.004641593,4.603000045
Gray Fenter FA,R,0.038768529,4.6454,0.038506667,4.32,0.01870023,0.013511111,0.006755556,0.038612465,0.038351657,0.006728361,4.66410023
Erik Sabrowski CLE,L,#DIV/0!,4.6457,0.022293333,4.55,-0.166700087,0.007822222,0.003911111,#DIV/0!,0.023093277,0.004051452,4.478999913
Mitch White FA,R,#DIV/0!,4.6458,0.039519999,4.44,0.03689974,0.013866666,0.006933333,#DIV/0!,0.039206107,0.006878264,4.68269974
Anthony DeSclafani FA,R,0.040387722,4.6461,0.040153333,4.17,#N/A,0.014088889,0.007044444,0.040387722,0.040153333,0.007044444,#N/A
Joseph Whitman SFN,L,0.029076397,4.6465,0.028816666,4.57,-0.062800058,0.010111111,0.005055555,0.029469381,0.029206139,0.005123884,4.583699942
Matt Peacock FA,R,#DIV/0!,4.6469,0.036226667,4.47,0.01789975,0.012711111,0.006355556,#DIV/0!,0.036087122,0.006331074,4.66479975
Juan Mejia COL,R,#DIV/0!,4.6478,0.032869999,4.46,0.0330002,0.011533333,0.005766667,#DIV/0!,0.032636617,0.005725722,4.6808002
Christopher Clarke FA,R,0.035050072,4.6478,0.035150001,4.44,#N/A,0.012333334,0.006166667,0.035050072,0.035150001,0.006166667,#N/A
Christian Culpepper MIN,R,0.031356899,4.6479,0.031096667,4.57,0.007300124,0.010911111,0.005455556,0.031307648,0.031047825,0.005446987,4.655200124
Kyle Funkhouser TEX,R,0.03125,4.6489,0.033630001,4.46,#N/A,0.0118,0.0059,0.03125,0.033630001,0.0059,#N/A
Grant Wolfram BAL,L,#DIV/0!,4.649,0.024636666,4.67,-0.231999885,0.008644444,0.004322222,#DIV/0!,0.025866114,0.004537915,4.417000115
Gabriel Hughes COL,R,0.036790123,4.6498,0.036796667,4.46,-0.186000004,0.012911111,0.006455556,0.038261791,0.038268597,0.006713789,4.463799996
Zack Burdi FA,R,#DIV/0!,4.6501,0.039330001,4.21,-0.001800127,0.0138,0.0069,#DIV/0!,0.039345226,0.006902671,4.648299873
Andrew Painter PHI,R,0.036290686,4.6505,0.036290001,4.41,-0.174499879,0.012733334,0.006366667,0.037652415,0.037651704,0.006605562,4.476000121
Phillips Valdez BOS,R,#DIV/0!,4.6506,0.033376668,4.51,0.031599776,0.011711112,0.005855556,#DIV/0!,0.033149881,0.005815769,4.682199776
Yariel Rodriguez TOR,R,#DIV/0!,4.6508,0.031286668,4.44,-0.095900009,0.010977778,0.005488889,#DIV/0!,0.031931802,0.005602071,4.554899991
Wily Peralta DET,R,0.032967033,4.651,0.029323334,4.55,#N/A,0.010288889,0.005144445,0.032967033,0.029323334,0.005144445,#N/A
Miles Mikolas WAS,R,0.041527779,4.6514,0.042243331,4.23,-0.000700271,0.014822222,0.007411111,0.041534031,0.042249691,0.007412227,4.650699729
Yonny Chirinos FA,R,0.03990878,4.6517,0.039963335,4.39,-0.048499862,0.014022223,0.007011111,0.040324879,0.040380004,0.007084211,4.603200138
Daniel Lynch IV KCA,L,#DIV/0!,4.6524,0.030273334,4.49,-0.141900225,0.010622222,0.005311111,#DIV/0!,0.031196684,0.005473102,4.510499775
Josh Maciejewski FA,L,#DIV/0!,4.6535,0.02565,4.69,0.006100019,0.009,0.0045,#DIV/0!,0.025616377,0.004494101,4.659600019
Ryan Webb CLE,L,0.024876543,4.6537,0.024889999,4.61,0.12150006,0.008733333,0.004366666,0.02422706,0.024240164,0.00425266,4.77520006
Kyle Dowdy FA,R,#DIV/0!,4.6542,0.03819,4.39,0.019900041,0.0134,0.0067,#DIV/0!,0.03802671,0.006671353,4.674100041
Jordan Balazovic FA,R,#DIV/0!,4.6542,0.036543334,4.5,0.000700253,0.012822222,0.006411111,#DIV/0!,0.036537836,0.006410147,4.654900253
Jean Michael Cijntje SLN,S,0.030976037,4.6547,0.030906666,4.54,0.191899877,0.010844444,0.005422222,0.029698985,0.029632473,0.00519868,4.846599877
Brendan Beck NYA,R,#DIV/0!,4.6559,0.03192,4.36,-0.119600056,0.0112,0.0056,#DIV/0!,0.032739956,0.005743852,4.536299944
Calvin Faucher MIA,R,#DIV/0!,4.6565,0.040153333,4.43,0.070300084,0.014088889,0.007044444,#DIV/0!,0.039547131,0.006938093,4.726800084
Kyle Amendt ARI,R,#DIV/0!,4.6565,0.032933334,4.45,0.021900159,0.011555556,0.005777778,#DIV/0!,0.032778444,0.005750604,4.678400159
Conner Menez CHN,L,#DIV/0!,4.6567,0.031729999,4.58,-0.01710014,0.011133333,0.005566667,#DIV/0!,0.031846517,0.005587108,4.63959986
Hayden Deal FA,L,0.026815642,4.6569,0.027360001,4.63,#N/A,0.0096,0.0048,0.026815642,0.027360001,0.0048,#N/A
Jacob Sommers COL,R,#DIV/0!,4.6571,0.038506667,4.38,0.016900263,0.013511111,0.006755556,#DIV/0!,0.03836693,0.00673104,4.674000263
William Hopkins TBA,R,0.027716049,4.6572,0.02774,4.52,0.150199854,0.009733333,0.004866667,0.026822176,0.026845354,0.004709711,4.807399854
Christopher Crowell LAN,L,0.022533496,4.6576,0.022610001,4.82,#N/A,0.007933334,0.003966667,0.022533496,0.022610001,0.003966667,#N/A
Trevor Bauer LAN,R,0.045039909,4.6577,0.044839999,4.27,-0.047499833,0.015733333,0.007866667,0.045499232,0.045297284,0.007946892,4.610200167
Thomas Brock TOR,R,0.038461538,4.6583,0.035466668,4.35,#N/A,0.012444445,0.006222222,0.038461538,0.035466668,0.006222222,#N/A
Steven Cruz KCA,R,#DIV/0!,4.6591,0.03344,4.42,0.033899959,0.011733333,0.005866667,#DIV/0!,0.033196688,0.00582398,4.692999959
Blayne Enlow ATL,R,0.035917902,4.6599,0.035973333,4.32,-0.083799829,0.012622222,0.006311111,0.03656382,0.036620248,0.006424605,4.576100171
Cesar Valdez LAA,R,#DIV/0!,4.6604,0.037999999,4.4,0.004099879,0.013333333,0.006666667,#DIV/0!,0.03796657,0.006660802,4.664499879
Hogan Harris OAK,L,#DIV/0!,4.6607,0.028436667,4.51,-0.014300204,0.009977778,0.004988889,#DIV/0!,0.028523918,0.005004196,4.646399796
Albert Suarez BAL,R,#DIV/0!,4.6611,0.037556668,4.39,0.151800066,0.013177778,0.006588889,#DIV/0!,0.036333544,0.006374306,4.812900066
Jose Rodriguez FA,R,#DIV/0!,4.6622,0.036163335,4.44,0.013600025,0.012688889,0.006344445,#DIV/0!,0.036057843,0.006325937,4.675800025
Ariel Jurado FA,R,0.045039909,4.6624,0.044903334,4.34,-0.061200254,0.015755556,0.007877778,0.045631118,0.04549275,0.007981184,4.601199746
Robert Gordon NYN,R,0.037037037,4.6625,0.036986667,4.3,0.015700066,0.012977778,0.006488889,0.036912322,0.036862122,0.006467039,4.678200066
Charles Beilenson SEA,R,#DIV/0!,4.6631,0.0361,4.39,-0.053000148,0.012666667,0.006333333,#DIV/0!,0.036510308,0.006405317,4.610099852
Ryan Sherriff BOS,L,#DIV/0!,4.6637,0.02831,4.52,0.008000001,0.009933333,0.004966667,#DIV/0!,0.028261438,0.004958147,4.671700001
Richard Fitts SLN,R,0.034678129,4.6639,0.036796667,4.35,#N/A,0.012911111,0.006455556,0.034678129,0.036796667,0.006455556,#N/A
Tommy Henry ARI,L,#DIV/0!,4.6641,0.027866667,4.42,-0.01669974,0.009777778,0.004888889,#DIV/0!,0.027966443,0.004906393,4.64740026
Winston Santos TEX,R,0.0336374,4.6642,0.033883333,4.29,-0.01730024,0.011888889,0.005944444,0.033762167,0.034009012,0.005966493,4.64689976
Daniel Duarte NYN,R,#DIV/0!,4.6664,0.032996666,4.46,-0.06020008,0.011577778,0.005788889,#DIV/0!,0.033422348,0.00586357,4.60619992
Zack Kelly BOS,R,#DIV/0!,4.6666,0.031286668,4.44,-0.019800018,0.010977778,0.005488889,#DIV/0!,0.031419415,0.005512178,4.646799982
Connor Schultz CHN,R,0.036805556,4.6667,0.036923333,4.41,#N/A,0.012955556,0.006477778,0.036805556,0.036923333,0.006477778,#N/A
Eduard Bazardo SEA,R,#DIV/0!,4.6673,0.034833333,4.32,0.098900125,0.012222222,0.006111111,#DIV/0!,0.034095215,0.005981617,4.766200125
Jeremy Wu-Yelland BOS,L,#DIV/0!,4.6686,0.024953333,4.57,0.019700192,0.008755556,0.004377778,#DIV/0!,0.024848037,0.004359305,4.688300192
Skylar Arias BOS,L,0.028688525,4.6696,0.029450001,4.48,#N/A,0.010333334,0.005166667,0.028688525,0.029450001,0.005166667,#N/A
Jhancarlos Lara ATL,R,#DIV/0!,4.6698,0.02622,4.77,0.236900134,0.0092,0.0046,#DIV/0!,0.024889853,0.004366641,4.906700134
